,EVALID,PLOTID,STATECD,CONDID,SUBP,STATUSCD,STANDING_DEAD_CD,SPCD,scientific,NBR_STEMS,DIA,TPA_UNADJ,OWNGRPCD,FIA_LANDUSE,ITREE_LANDUSE,LEAF_AREA_ITREE,CROWN_DIEBACK_CD,IS_MAINTAINED_AREA,IS_STREET_TREE,IS_PLANTED
25819,PortlandME2022Curr,2383802,23,1,1,Live,NA,833,Quercus rubra,1,21.3,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,13378.96179,10,1,0,2
25834,PortlandME2022Curr,2384109,23,2,1,Live,NA,316,Acer rubrum,1,10.8,6.018046286,Private,Forest land,Unused/Other,3593.461804,0,0,0,2
25835,PortlandME2022Curr,2384109,23,2,1,Dead,Yes,316,Acer rubrum,1,7,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
25836,PortlandME2022Curr,2384109,23,1,1,Live,NA,316,Acer rubrum,1,6.5,6.018046286,Private,Residential,Residential,1459.819574,0,0,0,2
25837,PortlandME2022Curr,2384109,23,1,1,Live,NA,316,Acer rubrum,1,6,6.018046286,Private,Residential,Residential,1009.648656,0,0,0,2
25838,PortlandME2022Curr,2384109,23,2,1,Live,NA,316,Acer rubrum,1,16.8,6.018046286,Private,Forest land,Unused/Other,5469.295218,0,0,0,2
25839,PortlandME2022Curr,2383799,23,1,1,Live,NA,316,Acer rubrum,1,12.8,6.018046286,StateLocal,Forest land,Unused/Other,4777.389045,10,0,0,2
25840,PortlandME2022Curr,2383799,23,1,1,Live,NA,316,Acer rubrum,1,10.8,6.018046286,StateLocal,Forest land,Unused/Other,4433.078915,10,0,0,2
25841,PortlandME2022Curr,2383799,23,1,1,Live,NA,316,Acer rubrum,1,7.6,6.018046286,StateLocal,Forest land,Unused/Other,2126.272537,5,0,0,2
25853,PortlandME2022Curr,2384396,23,1,1,Live,NA,833,Quercus rubra,1,10.5,6.018046286,StateLocal,Rights-of-Way,Transportation/Utility,7054.323907,0,0,0,2
25854,PortlandME2022Curr,2383859,23,1,1,Live,NA,833,Quercus rubra,1,7.1,6.018046286,Private,Forest land,Unused/Other,2375.464683,5,0,0,2
25855,PortlandME2022Curr,2383859,23,1,1,Live,NA,833,Quercus rubra,1,11.5,6.018046286,Private,Forest land,Unused/Other,4404.928552,5,0,0,2
25871,PortlandME2022Curr,2384057,23,1,1,Live,NA,316,Acer rubrum,1,14.7,6.018046286,StateLocal,Forest land,Unused/Other,5461.226817,5,0,0,2
25872,PortlandME2022Curr,2384392,23,1,1,Live,NA,129,Pinus strobus,1,16,6.018046286,Private,Forest land,Unused/Other,5635.338595,0,0,0,2
25873,PortlandME2022Curr,2384392,23,1,1,Live,NA,129,Pinus strobus,1,13.1,6.018046286,Private,Forest land,Unused/Other,2970.442475,0,0,0,2
25874,PortlandME2022Curr,2384392,23,1,1,Dead,Yes,129,Pinus strobus,1,7.7,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
25875,PortlandME2022Curr,2384392,23,1,1,Dead,Yes,129,Pinus strobus,1,8.2,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
25876,PortlandME2022Curr,2384392,23,1,1,Live,NA,762,Prunus serotina,1,13.2,6.018046286,Private,Forest land,Unused/Other,1736.259719,20,0,0,2
25888,PortlandME2022Curr,2383829,23,1,1,Live,NA,316,Acer rubrum,1,9.4,6.018046286,Private,Residential,Residential,2975.724328,5,0,0,2
25889,PortlandME2022Curr,2384026,23,1,12,Live,NA,316,Acer rubrum,1,2.7,74.96528245,Private,Commercial/Industrial,Institutional/Commercial,872.9656161,5,0,0,2
25927,PortlandME2022Curr,2384401,23,1,1,Dead,Yes,129,Pinus strobus,1,6.8,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
25930,PortlandME2022Curr,2383467,23,1,1,Live,NA,802,Quercus alba,1,6.2,6.018046286,Private,Multi-family,Multi-family,970.6484705,0,0,0,2
27891,PortlandME2022Curr,2383799,23,1,1,Dead,Yes,762,Prunus serotina,1,7.6,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
27892,PortlandME2022Curr,2383829,23,1,13,Live,NA,972,Ulmus americana,1,2.2,74.96528245,Private,Residential,Residential,229.8618507,5,0,0,2
27910,PortlandME2022Curr,2383793,23,2,1,Live,NA,316,Acer rubrum,1,7.6,6.018046286,StateLocal,Forest land,Unused/Other,3216.434739,5,0,0,2
27911,PortlandME2022Curr,2383793,23,2,1,Live,NA,129,Pinus strobus,1,6.5,6.018046286,StateLocal,Forest land,Unused/Other,916.1507996,0,0,0,2
27912,PortlandME2022Curr,2383796,23,1,1,Live,NA,972,Ulmus americana,1,5.7,6.018046286,Private,Residential,Residential,1572.958176,5,0,0,2
27913,PortlandME2022Curr,2383806,23,1,1,Live,NA,660,Malus spp.,2,10.2,6.018046286,Private,Commercial/Industrial,Unused/Other,938.8382744,5,1,0,1
27914,PortlandME2022Curr,2384024,23,1,1,Live,NA,660,Malus spp.,1,7.7,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1112.053739,0,0,0,2
27915,PortlandME2022Curr,2383412,23,1,1,Live,NA,833,Quercus rubra,1,20.6,6.018046286,Private,Residential,Residential,8378.97388,0,1,0,2
27926,PortlandME2022Curr,2384169,23,1,1,Live,NA,833,Quercus rubra,1,12.4,6.018046286,StateLocal,Forest land,Unused/Other,6550.254988,5,0,0,2
27927,PortlandME2022Curr,2383467,23,1,1,Live,NA,802,Quercus alba,1,6.8,6.018046286,Private,Multi-family,Multi-family,1057.011552,0,0,0,2
27928,PortlandME2022Curr,2383829,23,1,1,Live,NA,316,Acer rubrum,1,12.5,6.018046286,Private,Residential,Residential,7023.892017,0,0,0,2
27929,PortlandME2022Curr,2383859,23,1,1,Live,NA,833,Quercus rubra,1,6.3,6.018046286,Private,Forest land,Unused/Other,2227.295014,5,0,0,2
27933,PortlandME2022Curr,2375291,23,2,1,Live,NA,373,Betula nigra,1,6.1,6.018046286,Private,Residential,Residential,2978.463347,0,1,0,1
27990,PortlandME2022Curr,2383480,23,1,1,Live,NA,316,Acer rubrum,1,6.6,6.018046286,Private,Forest land,Unused/Other,2519.557586,5,0,0,2
27991,PortlandME2022Curr,2384098,23,1,1,Live,NA,261,Tsuga canadensis,1,7.3,6.018046286,Private,Commercial/Industrial,Unused/Other,884.2661864,0,0,0,2
27992,PortlandME2022Curr,2384098,23,1,1,Live,NA,261,Tsuga canadensis,1,14.8,6.018046286,Private,Commercial/Industrial,Unused/Other,4725.001746,0,0,0,2
27993,PortlandME2022Curr,2384098,23,1,1,Live,NA,129,Pinus strobus,1,8.3,6.018046286,Private,Commercial/Industrial,Unused/Other,1082.87137,5,0,0,2
28008,PortlandME2022Curr,2384104,23,1,1,Live,NA,833,Quercus rubra,1,11.4,6.018046286,Private,Residential,Residential,3029.243012,5,0,0,2
28009,PortlandME2022Curr,2384104,23,1,1,Live,NA,316,Acer rubrum,1,5,6.018046286,Private,Residential,Residential,831.6936608,0,0,0,2
28010,PortlandME2022Curr,2384113,23,1,1,Live,NA,316,Acer rubrum,1,9.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,6370.404292,5,0,0,2
28011,PortlandME2022Curr,2383788,23,1,1,Live,NA,833,Quercus rubra,1,18.3,6.018046286,Private,Residential,Residential,10445.52615,5,0,0,2
28012,PortlandME2022Curr,2383793,23,2,1,Live,NA,833,Quercus rubra,1,8.4,6.018046286,StateLocal,Forest land,Unused/Other,3290.943741,5,0,0,2
28013,PortlandME2022Curr,2383793,23,2,1,Live,NA,316,Acer rubrum,1,5.1,6.018046286,StateLocal,Forest land,Unused/Other,1611.67437,5,0,0,2
28025,PortlandME2022Curr,2384061,23,1,1,Live,NA,746,Populus tremuloides,1,8.1,6.018046286,Private,Forest land,Unused/Other,839.762787,0,0,0,2
28035,PortlandME2022Curr,2384173,23,1,1,Live,NA,261,Tsuga canadensis,1,10.8,6.018046286,Private,Forest land,Unused/Other,4523.507033,0,0,0,2
28036,PortlandME2022Curr,2384173,23,1,1,Live,NA,129,Pinus strobus,1,19.9,6.018046286,Private,Forest land,Unused/Other,6123.142535,0,0,0,2
28037,PortlandME2022Curr,2384173,23,1,1,Dead,Yes,129,Pinus strobus,1,7.3,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
28038,PortlandME2022Curr,2384380,23,1,1,Live,NA,129,Pinus strobus,1,5.4,6.018046286,StateLocal,Forest land,Unused/Other,399.3970879,0,0,0,2
28039,PortlandME2022Curr,2384393,23,1,1,Live,NA,91,Picea abies,1,21.3,6.018046286,StateLocal,Forest land,Unused/Other,8610.338466,0,0,0,2
28070,PortlandME2022Curr,2384400,23,1,1,Live,NA,371,Betula alleghaniensis,1,12.9,6.018046286,StateLocal,Forest land,Unused/Other,4772.64898,0,0,0,2
28071,PortlandME2022Curr,2384400,23,1,1,Live,NA,371,Betula alleghaniensis,1,12.8,6.018046286,StateLocal,Forest land,Unused/Other,4652.643258,0,0,0,2
28082,PortlandME2022Curr,2384377,23,1,1,Live,NA,833,Quercus rubra,1,11.5,6.018046286,Private,Residential,Residential,7199.018623,0,1,0,2
28083,PortlandME2022Curr,2384102,23,2,1,Live,NA,544,Fraxinus pennsylvanica,1,10.3,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,3279.407064,5,0,0,2
28084,PortlandME2022Curr,2384102,23,2,1,Live,NA,922,Salix nigra,1,21.2,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,10970.24722,0,0,0,2
28097,PortlandME2022Curr,2383789,23,1,1,Live,NA,833,Quercus rubra,1,17.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,10143.51347,10,0,0,2
28111,PortlandME2022Curr,2388053,23,1,1,Live,NA,91,Picea abies,1,6.6,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1716.396529,0,0,0,2
28126,PortlandME2022Curr,2384401,23,1,1,Live,NA,746,Populus tremuloides,1,7.6,6.018046286,Private,Forest land,Unused/Other,558.602165,0,0,0,2
28127,PortlandME2022Curr,2384079,23,1,1,Live,NA,316,Acer rubrum,1,11.3,6.018046286,Private,Forest land,Unused/Other,5049.004876,0,0,0,2
28128,PortlandME2022Curr,2383467,23,1,1,Live,NA,833,Quercus rubra,1,10.7,6.018046286,Private,Multi-family,Multi-family,4944.478339,0,0,0,2
28639,PortlandME2022Curr,2383789,23,1,1,Live,NA,833,Quercus rubra,1,8.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3071.461736,15,0,0,2
28648,PortlandME2022Curr,2385159,23,2,1,Live,NA,5151,Acer pseudoplatanus,1,12.1,6.018046286,Private,Residential,Residential,7297.170543,0,1,0,3
28649,PortlandME2022Curr,2384025,23,1,1,Live,NA,316,Acer rubrum,1,12.2,6.018046286,StateLocal,Forest land,Unused/Other,4421.763729,10,0,0,2
28650,PortlandME2022Curr,2384025,23,1,1,Live,NA,316,Acer rubrum,1,11.2,6.018046286,StateLocal,Forest land,Unused/Other,6690.289269,0,0,0,2
28651,PortlandME2022Curr,2384025,23,1,1,Live,NA,316,Acer rubrum,1,11.3,6.018046286,StateLocal,Forest land,Unused/Other,3793.314726,0,0,0,2
28652,PortlandME2022Curr,2384025,23,1,1,Live,NA,129,Pinus strobus,1,22.3,6.018046286,StateLocal,Forest land,Unused/Other,6730.78685,0,0,0,2
28653,PortlandME2022Curr,2384025,23,1,1,Live,NA,261,Tsuga canadensis,1,6.8,6.018046286,StateLocal,Forest land,Unused/Other,767.6806733,0,0,0,2
28654,PortlandME2022Curr,2383437,23,1,1,Live,NA,320,Acer platanoides,1,5.4,6.018046286,Private,Multi-family,Multi-family,1304.7616,0,1,0,2
28670,PortlandME2022Curr,2384063,23,1,1,Live,NA,316,Acer rubrum,1,8.7,6.018046286,Private,Multi-family,Multi-family,1683.098734,55,0,0,2
28671,PortlandME2022Curr,2384063,23,1,1,Live,NA,316,Acer rubrum,1,7.8,6.018046286,Private,Multi-family,Multi-family,2660.647912,0,0,0,2
28672,PortlandME2022Curr,2384063,23,1,1,Live,NA,316,Acer rubrum,1,5.6,6.018046286,Private,Multi-family,Multi-family,754.0829522,0,0,0,2
28674,PortlandME2022Curr,2388053,23,2,11,Live,NA,743,Populus grandidentata,1,2.2,74.96528245,Private,Residential,Residential,114.5132023,0,0,0,2
28693,PortlandME2022Curr,2388053,23,2,1,Live,NA,833,Quercus rubra,1,5.6,6.018046286,Private,Residential,Residential,2082.127657,0,0,0,2
28695,PortlandME2022Curr,2383199,23,1,1,Live,NA,96,Picea pungens,1,16.7,6.018046286,StateLocal,Rights-of-Way,Transportation/Utility,6040.518915,0,1,0,1
28702,PortlandME2022Curr,2383488,23,1,12,Live,NA,316,Acer rubrum,1,1.7,74.96528245,Private,Forest land,Unused/Other,179.4344278,0,0,0,2
28703,PortlandME2022Curr,2383467,23,1,1,Live,NA,802,Quercus alba,1,15.7,6.018046286,Private,Multi-family,Multi-family,4798.887075,0,0,0,2
28704,PortlandME2022Curr,2383482,23,1,1,Live,NA,541,Fraxinus americana,1,10.2,6.018046286,Private,Residential,Residential,980.8321117,0,0,0,2
28705,PortlandME2022Curr,2384088,23,1,11,Live,NA,833,Quercus rubra,1,2.4,74.96528245,StateLocal,Forest land,Unused/Other,327.9358261,5,0,0,2
28706,PortlandME2022Curr,2384092,23,1,1,Live,NA,6458,Celtis sinensis,1,8.6,6.018046286,Private,Multi-family,Multi-family,929.3756174,10,1,0,1
28715,PortlandME2022Curr,2383435,23,1,1,Live,NA,833,Quercus rubra,1,34.8,6.018046286,StateLocal,Forest land,Unused/Other,29571.73568,5,0,0,2
28716,PortlandME2022Curr,2384157,23,1,13,Live,NA,320,Acer platanoides,1,2.1,74.96528245,Private,Residential,Residential,223.8148658,0,1,0,2
28728,PortlandME2022Curr,2384103,23,1,1,Live,NA,316,Acer rubrum,1,7.6,6.018046286,StateLocal,Forest land,Unused/Other,4363.135992,0,0,0,2
28729,PortlandME2022Curr,2384103,23,1,1,Live,NA,316,Acer rubrum,1,10.5,6.018046286,StateLocal,Forest land,Unused/Other,4305.317234,5,0,0,2
28730,PortlandME2022Curr,2384103,23,1,1,Live,NA,316,Acer rubrum,1,9.9,6.018046286,StateLocal,Forest land,Unused/Other,2997.699133,0,0,0,2
28731,PortlandME2022Curr,2384103,23,1,1,Live,NA,316,Acer rubrum,1,12.6,6.018046286,StateLocal,Forest land,Unused/Other,5687.83934,0,0,0,2
28746,PortlandME2022Curr,2384109,23,1,1,Live,NA,316,Acer rubrum,1,6.3,6.018046286,Private,Residential,Residential,4200.368722,0,1,0,2
28747,PortlandME2022Curr,2384109,23,2,1,Live,NA,316,Acer rubrum,1,6.1,6.018046286,Private,Forest land,Unused/Other,2145.212595,0,0,0,2
28748,PortlandME2022Curr,2384109,23,2,1,Live,NA,316,Acer rubrum,1,13.2,6.018046286,Private,Forest land,Unused/Other,4025.993631,0,0,0,2
28749,PortlandME2022Curr,2384109,23,2,1,Live,NA,316,Acer rubrum,1,5.7,6.018046286,Private,Forest land,Unused/Other,1900.68223,0,0,0,2
28750,PortlandME2022Curr,2383799,23,1,1,Dead,Yes,762,Prunus serotina,1,6.9,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
28751,PortlandME2022Curr,2383799,23,1,1,Live,NA,316,Acer rubrum,1,17.9,6.018046286,StateLocal,Forest land,Unused/Other,5132.765534,15,0,0,2
28752,PortlandME2022Curr,2383799,23,1,1,Dead,Yes,762,Prunus serotina,1,7.6,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
28753,PortlandME2022Curr,2383829,23,1,1,Live,NA,972,Ulmus americana,1,8.5,6.018046286,Private,Residential,Residential,3457.625142,5,0,0,2
28754,PortlandME2022Curr,2383829,23,1,1,Live,NA,972,Ulmus americana,1,5.6,6.018046286,Private,Residential,Residential,1285.202837,0,0,0,2
28768,PortlandME2022Curr,2383859,23,1,1,Live,NA,833,Quercus rubra,1,5.1,6.018046286,Private,Forest land,Unused/Other,2665.062,5,0,0,2
28769,PortlandME2022Curr,2383859,23,1,1,Live,NA,833,Quercus rubra,1,7.5,6.018046286,Private,Forest land,Unused/Other,2540.884488,5,0,0,2
28781,PortlandME2022Curr,2384057,23,1,1,Live,NA,316,Acer rubrum,1,20.4,6.018046286,StateLocal,Forest land,Unused/Other,5796.296361,5,0,0,2
28782,PortlandME2022Curr,2384392,23,1,1,Live,NA,316,Acer rubrum,1,16.1,6.018046286,Private,Forest land,Unused/Other,10118.63657,5,0,0,2
28795,PortlandME2022Curr,2383829,23,1,1,Live,NA,316,Acer rubrum,1,11,6.018046286,Private,Residential,Residential,4608.661862,0,0,0,2
28796,PortlandME2022Curr,2383829,23,1,13,Live,NA,972,Ulmus americana,1,3.4,74.96528245,Private,Residential,Residential,741.6560002,5,0,0,2
28797,PortlandME2022Curr,2383829,23,1,1,Live,NA,972,Ulmus americana,1,15.1,6.018046286,Private,Residential,Residential,5665.691721,0,0,0,2
28798,PortlandME2022Curr,2383829,23,1,1,Live,NA,972,Ulmus americana,1,8.5,6.018046286,Private,Residential,Residential,3895.554361,0,0,0,2
28799,PortlandME2022Curr,2383829,23,1,1,Live,NA,316,Acer rubrum,1,28.7,6.018046286,Private,Residential,Residential,7054.112026,5,0,0,2
28822,PortlandME2022Curr,2384401,23,1,1,Live,NA,746,Populus tremuloides,1,6.8,6.018046286,Private,Forest land,Unused/Other,522.8863627,0,0,0,2
28823,PortlandME2022Curr,2384401,23,1,1,Live,NA,746,Populus tremuloides,1,7.5,6.018046286,Private,Forest land,Unused/Other,491.6750891,5,0,0,2
28824,PortlandME2022Curr,2384401,23,1,1,Live,NA,746,Populus tremuloides,1,6.9,6.018046286,Private,Forest land,Unused/Other,365.039391,0,0,0,2
28825,PortlandME2022Curr,2384079,23,1,1,Live,NA,316,Acer rubrum,1,9,6.018046286,Private,Forest land,Unused/Other,4454.361258,5,0,0,2
28826,PortlandME2022Curr,2384079,23,1,1,Live,NA,316,Acer rubrum,1,8.4,6.018046286,Private,Forest land,Unused/Other,4272.570297,5,0,0,2
28827,PortlandME2022Curr,2384079,23,1,1,Live,NA,316,Acer rubrum,1,7.4,6.018046286,Private,Forest land,Unused/Other,3049.147888,5,0,0,2
28828,PortlandME2022Curr,2383467,23,1,1,Live,NA,802,Quercus alba,1,17.9,6.018046286,Private,Multi-family,Multi-family,5998.333968,0,0,0,2
30726,PortlandME2022Curr,2383790,23,1,1,Live,NA,833,Quercus rubra,1,9.3,6.018046286,Private,Residential,Residential,5530.891482,5,1,0,2
30727,PortlandME2022Curr,2383799,23,1,1,Dead,Yes,762,Prunus serotina,1,11.1,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
30728,PortlandME2022Curr,2383435,23,1,1,Live,NA,833,Quercus rubra,1,31.2,6.018046286,StateLocal,Forest land,Unused/Other,21733.66403,5,0,0,2
30729,PortlandME2022Curr,2384157,23,1,1,Live,NA,901,Robinia pseudoacacia,1,26,6.018046286,Private,Residential,Residential,8461.737278,0,1,0,2
30745,PortlandME2022Curr,2384169,23,1,11,Live,NA,833,Quercus rubra,1,3.4,74.96528245,StateLocal,Forest land,Unused/Other,201.7504104,5,0,0,2
30746,PortlandME2022Curr,2384173,23,1,1,Live,NA,129,Pinus strobus,1,13.3,6.018046286,Private,Forest land,Unused/Other,1993.716642,0,0,0,2
30747,PortlandME2022Curr,2384173,23,1,1,Live,NA,12,Abies balsamea,1,9.9,6.018046286,Private,Forest land,Unused/Other,2843.690345,0,0,0,2
30748,PortlandME2022Curr,2384380,23,1,11,Live,NA,660,Malus spp.,1,2.1,74.96528245,StateLocal,Forest land,Unused/Other,191.0899538,5,0,0,2
30749,PortlandME2022Curr,2383791,23,1,12,Live,NA,379,Betula populifolia,1,1.8,74.96528245,Private,Forest land,Unused/Other,325.4033845,0,0,0,2
30750,PortlandME2022Curr,2384102,23,2,1,Live,NA,313,Acer negundo,1,12.8,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,5327.029577,5,0,0,2
30756,PortlandME2022Curr,2383802,23,2,1,Live,NA,129,Pinus strobus,1,6.1,6.018046286,Private,Residential,Residential,880.5674764,0,1,0,1
30798,PortlandME2022Curr,2383480,23,1,1,Live,NA,316,Acer rubrum,1,17.7,6.018046286,Private,Forest land,Unused/Other,5875.440369,5,0,0,2
30799,PortlandME2022Curr,2384098,23,1,1,Live,NA,261,Tsuga canadensis,1,6.6,6.018046286,Private,Commercial/Industrial,Unused/Other,2222.266397,0,0,0,2
30800,PortlandME2022Curr,2384098,23,1,1,Live,NA,261,Tsuga canadensis,1,9.5,6.018046286,Private,Commercial/Industrial,Unused/Other,2941.886593,0,0,0,2
30801,PortlandME2022Curr,2384098,23,1,1,Live,NA,316,Acer rubrum,1,12,6.018046286,Private,Commercial/Industrial,Unused/Other,3647.949527,10,0,0,2
30811,PortlandME2022Curr,2384104,23,1,1,Live,NA,833,Quercus rubra,1,11.6,6.018046286,Private,Residential,Residential,7868.358809,5,0,0,2
30812,PortlandME2022Curr,2384104,23,1,1,Live,NA,833,Quercus rubra,1,10.5,6.018046286,Private,Residential,Residential,4556.067308,5,0,0,2
30813,PortlandME2022Curr,2384113,23,1,1,Live,NA,541,Fraxinus americana,1,12,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,9702.619603,5,0,0,2
30814,PortlandME2022Curr,2383793,23,2,1,Live,NA,833,Quercus rubra,1,8.1,6.018046286,StateLocal,Forest land,Unused/Other,2567.875819,5,0,0,2
30815,PortlandME2022Curr,2383796,23,1,1,Dead,Yes,762,Prunus serotina,1,12.6,6.018046286,Private,Residential,Residential,0,NA,0,0,2
30832,PortlandME2022Curr,2383832,23,1,1,Live,NA,746,Populus tremuloides,1,13.1,6.018046286,Private,Forest land,Cemetery/Park/Golf,2444.408721,0,0,0,2
30833,PortlandME2022Curr,2384061,23,1,13,Live,NA,741,Populus balsamifera,1,1.7,74.96528245,Private,Forest land,Unused/Other,59.67198566,0,0,0,2
30834,PortlandME2022Curr,2384061,23,1,1,Live,NA,746,Populus tremuloides,1,7.7,6.018046286,Private,Forest land,Unused/Other,695.3148089,0,0,0,2
30835,PortlandME2022Curr,2384061,23,1,12,Live,NA,741,Populus balsamifera,1,1.3,74.96528245,Private,Forest land,Unused/Other,64.82053453,0,0,0,2
30848,PortlandME2022Curr,2384169,23,1,1,Live,NA,375,Betula papyrifera,1,7.5,6.018046286,StateLocal,Forest land,Unused/Other,2083.100132,5,0,0,2
30849,PortlandME2022Curr,2384173,23,1,1,Live,NA,12,Abies balsamea,1,7.8,6.018046286,Private,Forest land,Unused/Other,1876.085147,5,0,0,2
30850,PortlandME2022Curr,2384173,23,1,1,Dead,Yes,129,Pinus strobus,1,13.6,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
30851,PortlandME2022Curr,2384173,23,1,1,Dead,Yes,129,Pinus strobus,1,17.5,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,2
30852,PortlandME2022Curr,2384380,23,1,1,Live,NA,746,Populus tremuloides,1,9.1,6.018046286,StateLocal,Forest land,Unused/Other,1454.25333,5,0,0,2
30853,PortlandME2022Curr,2384380,23,1,1,Live,NA,746,Populus tremuloides,1,7.2,6.018046286,StateLocal,Forest land,Unused/Other,820.8315175,5,0,0,2
30854,PortlandME2022Curr,2384380,23,1,1,Live,NA,746,Populus tremuloides,1,9.3,6.018046286,StateLocal,Forest land,Unused/Other,1090.914903,5,0,0,2
30855,PortlandME2022Curr,2384385,23,1,1,Live,NA,320,Acer platanoides,1,13.2,6.018046286,Private,Residential,Residential,3798.377631,0,1,0,1
30856,PortlandME2022Curr,2384385,23,1,1,Live,NA,320,Acer platanoides,1,10.7,6.018046286,Private,Residential,Residential,3995.714501,0,1,0,1
30874,PortlandME2022Curr,2384400,23,1,1,Live,NA,261,Tsuga canadensis,1,13.8,6.018046286,StateLocal,Forest land,Unused/Other,4318.865396,0,0,0,2
30875,PortlandME2022Curr,2384400,23,1,1,Live,NA,261,Tsuga canadensis,1,9.8,6.018046286,StateLocal,Forest land,Unused/Other,3554.075363,0,0,0,2
30876,PortlandME2022Curr,2384400,23,1,1,Live,NA,129,Pinus strobus,1,18,6.018046286,StateLocal,Forest land,Unused/Other,5724.391435,0,0,0,2
30899,PortlandME2022Curr,2384400,23,1,1,Live,NA,261,Tsuga canadensis,1,12.1,6.018046286,StateLocal,Forest land,Unused/Other,1744.328356,5,0,0,2
30900,PortlandME2022Curr,2383791,23,1,12,Live,NA,379,Betula populifolia,1,1,74.96528245,Private,Forest land,Unused/Other,83.44506727,0,0,0,2
30901,PortlandME2022Curr,2383791,23,1,11,Live,NA,379,Betula populifolia,1,1,74.96528245,Private,Forest land,Unused/Other,52.88547365,0,0,0,2
30902,PortlandME2022Curr,2383791,23,1,13,Live,NA,379,Betula populifolia,1,1.1,74.96528245,Private,Forest land,Unused/Other,70.99028489,0,0,0,2
30903,PortlandME2022Curr,2383791,23,1,14,Live,NA,379,Betula populifolia,1,1,74.96528245,Private,Forest land,Unused/Other,71.94858628,0,0,0,2
30918,PortlandME2022Curr,2384377,23,1,1,Live,NA,660,Malus spp.,1,5.8,6.018046286,Private,Residential,Residential,339.3116528,0,1,0,1
30919,PortlandME2022Curr,2384377,23,1,1,Live,NA,833,Quercus rubra,1,5,6.018046286,Private,Residential,Residential,2262.305738,5,1,0,2
30938,PortlandME2022Curr,2384105,23,1,1,Live,NA,129,Pinus strobus,1,12.3,6.018046286,Private,Residential,Residential,1885.492559,0,1,0,1
30939,PortlandME2022Curr,2384114,23,2,1,Live,NA,541,Fraxinus americana,1,10,6.018046286,StateLocal,Multi-family,Multi-family,4405.283455,0,0,0,2
30940,PortlandME2022Curr,2383789,23,1,1,Live,NA,833,Quercus rubra,1,28.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,12033.27484,10,0,0,2
30956,PortlandME2022Curr,2383472,23,1,1,Live,NA,8421,Pyrus calleryana,1,5.4,6.018046286,Private,Multi-family,Multi-family,419.9534235,0,1,0,1
30957,PortlandME2022Curr,2383802,23,1,1,Live,NA,129,Pinus strobus,3,26.7,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,9257.30032,0,1,0,2
30968,PortlandME2022Curr,2383802,23,2,1,Live,NA,129,Pinus strobus,1,7.1,6.018046286,Private,Residential,Residential,1242.233586,0,1,0,1
30969,PortlandME2022Curr,2384057,23,1,11,Live,NA,8813,Tilia cordata,1,1.1,74.96528245,StateLocal,Forest land,Unused/Other,83.3246637,0,0,0,2
30970,PortlandME2022Curr,2384079,23,1,1,Live,NA,316,Acer rubrum,1,9.4,6.018046286,Private,Forest land,Unused/Other,5321.91733,0,0,0,2
31452,PortlandME2022Curr,2384086,23,1,1,Live,NA,91,Picea abies,1,12.7,6.018046286,Private,Residential,Residential,6930.433034,0,1,0,1
31453,PortlandME2022Curr,2384105,23,1,1,Live,NA,129,Pinus strobus,2,16.5,6.018046286,Private,Residential,Residential,2673.664032,0,1,0,1
31454,PortlandME2022Curr,2384114,23,2,11,Live,NA,316,Acer rubrum,1,3.8,74.96528245,StateLocal,Multi-family,Multi-family,761.4435445,0,0,0,2
31455,PortlandME2022Curr,2383789,23,1,1,Live,NA,316,Acer rubrum,1,12.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,7161.480464,5,0,0,2
