,EVALID,PLOTID,STATECD,CONDID,SUBP,STATUSCD,STANDING_DEAD_CD,SPCD,scientific,NBR_STEMS,DIA,TPA_UNADJ,OWNGRPCD,FIA_LANDUSE,ITREE_LANDUSE,LEAF_AREA_ITREE,CROWN_DIEBACK_CD,IS_MAINTAINED_AREA,IS_STREET_TREE,IS_PLANTED,PLT_CN,MTRE_CN,CND_CN
19330,BaltimoreMD2023Curr,1039032,24,1,1,Live,NA,901,Robinia pseudoacacia,1,7.8,6.018046286,Private,Multi-family,Multi-family,1664.596948,5,0,0,2,354432919489998,707804033126144,707803993126144
20612,BaltimoreMD2023Curr,1025921,24,1,1,Live,NA,136,Pinus nigra,1,13.1,6.018046286,Private,Residential,Residential,1789.814512,0,0,0,1,354432067489998,531186582126144,531186571126144
20613,BaltimoreMD2023Curr,1026332,24,1,1,Live,NA,591,Ilex opaca,1,11.4,6.018046286,Private,Residential,Residential,4767.344385,0,0,0,3,354432074489998,531186292126144,531186276126144
20618,BaltimoreMD2023Curr,1026178,24,1,1,Live,NA,681,Morus alba,1,19.6,6.018046286,Private,Residential,Residential,5171.709261,5,1,0,3,354432086489998,531186675126144,531186663126144
20619,BaltimoreMD2023Curr,1039032,24,1,1,Live,NA,681,Morus alba,1,13.7,6.018046286,Private,Multi-family,Multi-family,1950.439748,0,0,0,2,354432919489998,707804023126144,707803993126144
20635,BaltimoreMD2023Curr,1025947,24,1,1,Live,NA,341,Ailanthus altissima,1,5.2,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,364.6162073,15,0,0,2,354440469489998,707803173126144,707803146126144
20636,BaltimoreMD2023Curr,1025947,24,1,1,Live,NA,341,Ailanthus altissima,1,14.1,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2977.285863,0,0,0,2,354440469489998,707803169126144,707803146126144
20644,BaltimoreMD2023Curr,1026324,24,1,1,Live,NA,531,Fagus grandifolia,1,26.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,13088.81163,0,0,0,2,354440471489998,707803920126144,707803899126144
20652,BaltimoreMD2023Curr,1026328,24,1,1,Live,NA,931,Sassafras albidum,1,6.2,6.018046286,Private,Forest land,Cemetery/Park/Golf,1387.293387,5,0,0,2,354440472489998,707803249126144,707803208126144
20653,BaltimoreMD2023Curr,1026185,24,1,1,Live,NA,129,Pinus strobus,1,20.1,6.018046286,Private,Multi-family,Multi-family,4252.129218,0,1,0,1,354440478489998,707804549126144,707804524126144
20687,BaltimoreMD2023Curr,1025955,24,1,1,Live,NA,341,Ailanthus altissima,1,15.2,6.018046286,StateLocal,Forest land,Unused/Other,5148.589085,5,0,0,2,354462298489998,782232441290487,782232419290487
20688,BaltimoreMD2023Curr,1025955,24,1,1,Live,NA,341,Ailanthus altissima,1,11.2,6.018046286,StateLocal,Forest land,Unused/Other,3607.35562,0,0,0,2,354462298489998,782232443290487,782232419290487
20689,BaltimoreMD2023Curr,1025924,24,1,1,Live,NA,316,Acer rubrum,1,6.2,6.018046286,StateLocal,Forest land,Unused/Other,754.2615471,10,0,0,2,354462307489998,782233790290487,782233752290487
20697,BaltimoreMD2023Curr,1026038,24,1,1,Live,NA,261,Tsuga canadensis,1,12,6.018046286,Private,Residential,Residential,2004.215865,5,1,0,3,354462309489998,782233064290487,782233043290487
20700,BaltimoreMD2023Curr,1039019,24,1,1,Live,NA,96,Picea pungens,1,11.9,6.018046286,Private,Residential,Residential,3726.489732,0,1,0,1,354418094489998,531186723126144,531186706126144
20702,BaltimoreMD2023Curr,1026353,24,1,1,Live,NA,681,Morus alba,1,26.5,6.018046286,Private,Residential,Residential,6148.145054,5,1,0,2,354462331489998,782233967290487,782233933290487
20705,BaltimoreMD2023Curr,1025912,24,1,1,Live,NA,8647,Styphnolobium japonicum,1,13.1,6.018046286,StateLocal,Rights-of-Way,Multi-family,2521.080716,10,1,1,1,354432065489998,531186043126144,531186028126144
20706,BaltimoreMD2023Curr,1026183,24,1,1,Live,NA,6786,Cryptomeria japonica,1,22.3,6.018046286,Private,Residential,Residential,5752.86509,0,1,0,1,354462333489998,782233508290487,782233483290487
20724,BaltimoreMD2023Curr,1026009,24,2,1,Live,NA,91,Picea abies,1,14.1,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,3130.025351,0,1,0,1,354473619489998,1003782912290480,1003782884290480
20729,BaltimoreMD2023Curr,1026009,24,2,1,Live,NA,91,Picea abies,1,5.6,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,221.8023397,0,1,0,1,354473619489998,1003782918290480,1003782884290480
20730,BaltimoreMD2023Curr,1025901,24,1,1,Live,NA,681,Morus alba,1,11.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1811.508148,5,0,0,2,354473620489998,1003839220290480,1003839194290480
20732,BaltimoreMD2023Curr,1025888,24,2,1,Live,NA,8253,Platanus hybrida,1,14.4,6.018046286,Private,Residential,Residential,5418.813028,0,1,1,1,1215335072290480,1558331065290480,1558331047290480
20736,BaltimoreMD2023Curr,1026323,24,1,1,Live,NA,621,Liriodendron tulipifera,1,9.5,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,3527.839925,0,1,0,2,354475911489998,1003838857290480,1003783210290480
20754,BaltimoreMD2023Curr,1025930,24,1,1,Live,NA,731,Platanus occidentalis,1,10,6.018046286,StateLocal,Rights-of-Way,Transportation/Utility,2375.868284,0,1,0,1,783305442290487,1003840913290480,1003840889290480
20759,BaltimoreMD2023Curr,1026015,24,1,1,Live,NA,320,Acer platanoides,1,5.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1072.551103,0,0,0,2,783305479290487,1003842696290480,1003842656290480
20760,BaltimoreMD2023Curr,1026015,24,1,1,Live,NA,621,Liriodendron tulipifera,1,5.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,906.0419228,0,0,0,2,783305479290487,1003842702290480,1003842656290480
20763,BaltimoreMD2023Curr,1026023,24,1,1,Live,NA,316,Acer rubrum,1,6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1723.10863,0,0,0,2,783305498290487,1003841591290480,1003841546290480
22981,BaltimoreMD2023Curr,1026353,24,1,1,Live,NA,341,Ailanthus altissima,1,19,6.018046286,Private,Residential,Residential,6009.661353,5,1,0,2,354462331489998,782233966290487,782233933290487
22982,BaltimoreMD2023Curr,1026373,24,1,1,Dead,Yes,541,Fraxinus americana,1,14,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2,354462332489998,782234391290487,782234353290487
22987,BaltimoreMD2023Curr,1026373,24,1,1,Dead,Yes,972,Ulmus americana,1,7.2,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2,354462332489998,782234402290487,782234353290487
22998,BaltimoreMD2023Curr,1025965,24,2,1,Dead,Yes,8813,Tilia cordata,1,12.6,6.018046286,StateLocal,Rights-of-Way,Residential,0,NA,1,1,1,354473617489998,1003782505290480,1003782459290480
22999,BaltimoreMD2023Curr,1026028,24,1,1,Live,NA,972,Ulmus americana,1,6.3,6.018046286,Private,Residential,Residential,482.7314973,15,1,0,1,354473625489998,1003781766290480,1003781739290480
23005,BaltimoreMD2023Curr,1026374,24,1,1,Dead,Yes,541,Fraxinus americana,1,9.1,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,0,NA,0,0,2,354475917489998,1003839051290480,1003839024290480
23009,BaltimoreMD2023Curr,1026035,24,1,1,Dead,No,591,Ilex opaca,1,NA,6.018046286,Private,Multi-family,Multi-family,NA,NA,NA,NA,NA,783305472290487,1003840618290480,1003840582290480
23055,BaltimoreMD2023Curr,1026048,24,1,1,Live,NA,136,Pinus nigra,1,15.4,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2494.490507,0,1,0,1,1215335090290480,1558330796290480,1558330782290480
23056,BaltimoreMD2023Curr,1026325,24,1,1,Live,NA,91,Picea abies,1,21.6,6.018046286,Private,Multi-family,Multi-family,11181.95034,0,1,0,1,1215335093290480,1558330567290480,1558330547290480
23065,BaltimoreMD2023Curr,1026011,24,2,1,Live,NA,8421,Pyrus calleryana,1,11.4,6.018046286,Private,Residential,Residential,3975.097204,5,1,0,1,354432060489998,531187293126144,531187277126144
23070,BaltimoreMD2023Curr,1026368,24,1,14,Live,NA,591,Ilex opaca,2,3.8,74.96528245,Private,Residential,Residential,238.616885,5,1,0,3,354432077489998,531186924126144,531186901126144
23071,BaltimoreMD2023Curr,1026178,24,1,1,Live,NA,320,Acer platanoides,1,13.6,6.018046286,Private,Residential,Residential,6192.858903,5,1,0,3,354432086489998,531186676126144,531186663126144
23076,BaltimoreMD2023Curr,1026328,24,1,1,Live,NA,341,Ailanthus altissima,1,5.2,6.018046286,Private,Forest land,Cemetery/Park/Golf,852.9304504,0,0,0,2,354440472489998,707803250126144,707803208126144
24466,BaltimoreMD2023Curr,1026042,24,1,1,Live,NA,130,Pinus sylvestris,1,26.3,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,6965.846839,5,1,0,1,354432070489998,531186160126144,531186143126144
24467,BaltimoreMD2023Curr,1026042,24,1,1,Live,NA,5800,Cupressocyparis leylandii,1,6.1,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,638.9442265,0,1,0,1,354432070489998,531186161126144,531186143126144
24468,BaltimoreMD2023Curr,1026332,24,1,1,Live,NA,602,Juglans nigra,1,7.1,6.018046286,Private,Residential,Residential,2328.424069,0,0,0,2,354432074489998,531186291126144,531186276126144
24476,BaltimoreMD2023Curr,1039032,24,1,1,Live,NA,544,Fraxinus pennsylvanica,1,13.3,6.018046286,Private,Multi-family,Multi-family,927.8629083,65,0,0,2,354432919489998,707804026126144,707803993126144
24477,BaltimoreMD2023Curr,1039032,24,1,1,Live,NA,544,Fraxinus pennsylvanica,1,15.5,6.018046286,Private,Multi-family,Multi-family,1817.339566,50,0,0,2,354432919489998,707804031126144,707803993126144
24491,BaltimoreMD2023Curr,1025887,24,1,1,Live,NA,91,Picea abies,1,17,6.018046286,Private,Residential,Residential,5508.13025,0,1,0,1,354440462489998,707804381126144,707804354126144
24500,BaltimoreMD2023Curr,1026328,24,1,1,Live,NA,931,Sassafras albidum,1,6.6,6.018046286,Private,Forest land,Cemetery/Park/Golf,1303.577719,5,0,0,2,354440472489998,707803243126144,707803208126144
24501,BaltimoreMD2023Curr,1026328,24,1,1,Live,NA,341,Ailanthus altissima,1,35.2,6.018046286,Private,Forest land,Cemetery/Park/Golf,6906.449735,5,0,0,2,354440472489998,707803247126144,707803208126144
24548,BaltimoreMD2023Curr,1025924,24,2,1,Live,NA,901,Robinia pseudoacacia,1,7.7,6.018046286,StateLocal,Forest land,Unused/Other,850.4050321,0,0,0,2,354462307489998,782233800290487,782233753290487
24553,BaltimoreMD2023Curr,1026025,24,1,1,Dead,Yes,320,Acer platanoides,1,8.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2,354462308489998,782233324290487,782233286290487
24558,BaltimoreMD2023Curr,1026373,24,1,1,Live,NA,621,Liriodendron tulipifera,1,18.8,6.018046286,StateLocal,Forest land,Unused/Other,16357.39251,0,0,0,2,354462332489998,782234389290487,782234353290487
24559,BaltimoreMD2023Curr,1026373,24,1,1,Live,NA,313,Acer negundo,1,7.7,6.018046286,StateLocal,Forest land,Unused/Other,4382.667854,5,0,0,2,354462332489998,782234394290487,782234353290487
24571,BaltimoreMD2023Curr,1022351,24,1,14,Live,NA,8421,Pyrus calleryana,1,3.2,74.96528245,StateLocal,Forest land,Unused/Other,249.9349101,0,0,0,2,354473613489998,1003839163290480,1003839142290480
24587,BaltimoreMD2023Curr,1026009,24,2,1,Live,NA,91,Picea abies,1,11,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1346.139113,0,1,0,1,354473619489998,1003782917290480,1003782884290480
24588,BaltimoreMD2023Curr,1025901,24,1,1,Live,NA,972,Ulmus americana,1,12.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1590.403214,20,0,0,2,354473620489998,1003839223290480,1003839194290480
24592,BaltimoreMD2023Curr,1026323,24,1,1,Live,NA,544,Fraxinus pennsylvanica,1,9.3,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,2111.01372,10,1,0,2,354475911489998,1003838865290480,1003783210290480
24593,BaltimoreMD2023Curr,1026048,24,1,1,Live,NA,136,Pinus nigra,1,15.5,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2057.236123,0,1,0,1,1215335090290480,1558330798290480,1558330782290480
24614,BaltimoreMD2023Curr,1026015,24,1,1,Live,NA,91,Picea abies,1,9.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1028.172768,0,0,0,2,783305479290487,1003842680290480,1003842656290480
24615,BaltimoreMD2023Curr,1026010,24,1,1,Live,NA,7532,Lagerstroemia indica,4,14.4,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1908.093219,0,1,0,1,783305482290487,1262763785290480,1003840991290480
24616,BaltimoreMD2023Curr,1026322,24,1,1,Live,NA,806,Quercus coccinea,1,10.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2201.900061,0,0,0,2,783305502290487,1003842419290480,1003842388290480
24626,BaltimoreMD2023Curr,1025952,24,2,1,Live,NA,712,Paulownia tomentosa,1,5.1,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,440.3526105,0,0,0,2,1041519507290480,1305794133290480,1305794117290480
24627,BaltimoreMD2023Curr,1022149,24,1,1,Live,NA,316,Acer rubrum,1,6.9,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,883.8718819,0,1,0,1,1041519516290480,1305794546290480,1305794523290480
24628,BaltimoreMD2023Curr,1022149,24,1,1,Live,NA,221,Taxodium distichum,1,17.3,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,5128.362121,0,1,0,1,1041519516290480,1305794548290480,1305794523290480
24636,BaltimoreMD2023Curr,1025966,24,2,1,Live,NA,7243,Zelkova serrata,1,9,6.018046286,StateLocal,Rights-of-Way,Institutional/Commercial,1185.143099,0,1,1,1,1041519544290480,1305793754290480,1305793731290480
24637,BaltimoreMD2023Curr,1026036,24,2,13,Live,NA,681,Morus alba,1,1.9,74.96528245,Private,Multi-family,Multi-family,116.9723459,0,0,0,2,1041519559290480,1589541311290480,1589541263290480
26881,BaltimoreMD2023Curr,1025955,24,1,1,Live,NA,320,Acer platanoides,1,8,6.018046286,StateLocal,Forest land,Unused/Other,3331.586788,0,0,0,2,354462298489998,782232444290487,782232419290487
26886,BaltimoreMD2023Curr,1026025,24,1,1,Live,NA,320,Acer platanoides,1,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1928.413607,0,0,0,2,354462308489998,782233341290487,782233286290487
26902,BaltimoreMD2023Curr,1025861,24,1,1,Live,NA,341,Ailanthus altissima,1,10.6,6.018046286,Private,Multi-family,Multi-family,4566.518886,0,0,0,2,354473614489998,1003839543290480,1003839514290480
26912,BaltimoreMD2023Curr,1025925,24,1,1,Dead,Yes,317,Acer saccharinum,1,14,6.018046286,Private,Residential,Residential,0,NA,1,0,3,783305450290487,1003842005290480,1003841954290480
26918,BaltimoreMD2023Curr,1025908,24,1,1,Dead,No,320,Acer platanoides,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA,783305459290487,1003842333290480,1003842310290480
26920,BaltimoreMD2023Curr,1026015,24,1,1,Dead,Yes,332,Aesculus flava,1,10.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2,783305479290487,1003842691290480,1003842656290480
26921,BaltimoreMD2023Curr,1026015,24,1,1,Live,NA,7634,Magnolia x soulangiana,1,5.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,527.2971363,0,0,0,2,783305479290487,1003842699290480,1003842656290480
26922,BaltimoreMD2023Curr,1026015,24,1,1,Live,NA,602,Juglans nigra,1,5.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,845.6435522,0,0,0,2,783305479290487,1003842703290480,1003842656290480
26932,BaltimoreMD2023Curr,1026023,24,1,1,Dead,Yes,541,Fraxinus americana,1,16.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2,783305498290487,1003841590290480,1003841546290480
26933,BaltimoreMD2023Curr,1025966,24,2,1,Dead,No,7243,Zelkova serrata,1,NA,6.018046286,StateLocal,Rights-of-Way,Institutional/Commercial,NA,NA,NA,NA,NA,1041519544290480,1305793755290480,1305793731290480
26940,BaltimoreMD2023Curr,1026036,24,1,1,Live,NA,5800,Cupressocyparis leylandii,1,7.1,6.018046286,Private,Residential,Residential,575.6678279,0,1,0,1,1041519559290480,1589541293290480,1589541262290480
26941,BaltimoreMD2023Curr,1026036,24,2,1,Dead,Yes,541,Fraxinus americana,1,8.5,6.018046286,Private,Multi-family,Multi-family,0,NA,0,0,2,1041519559290480,1589541298290480,1589541263290480
26973,BaltimoreMD2023Curr,1026325,24,1,1,Dead,No,317,Acer saccharinum,1,NA,6.018046286,Private,Multi-family,Multi-family,NA,NA,NA,NA,NA,1215335093290480,1558330569290480,1558330547290480
26991,BaltimoreMD2023Curr,1025947,24,1,1,Live,NA,825,Quercus michauxii,1,23.1,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,5941.935151,0,0,0,2,354440469489998,707803170126144,707803146126144
28389,BaltimoreMD2023Curr,1026041,24,1,1,Live,NA,830,Quercus palustris,1,36.2,6.018046286,Private,Residential,Residential,28541.74511,10,1,0,1,354432069489998,531186063126144,531186053126144
28390,BaltimoreMD2023Curr,1026368,24,1,1,Live,NA,762,Prunus serotina,1,18.3,6.018046286,Private,Residential,Residential,4507.670487,5,1,0,3,354432077489998,531186918126144,531186901126144
28391,BaltimoreMD2023Curr,1026368,24,1,1,Live,NA,591,Ilex opaca,1,6.3,6.018046286,Private,Residential,Residential,421.9764158,15,1,0,3,354432077489998,531186919126144,531186901126144
28403,BaltimoreMD2023Curr,1039509,24,1,1,Live,NA,833,Quercus rubra,1,9.6,6.018046286,Private,Residential,Residential,4947.256076,0,1,1,2,354432926489998,707804633126144,707804609126144
28414,BaltimoreMD2023Curr,1025947,24,1,1,Live,NA,762,Prunus serotina,1,13.9,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,2751.104812,10,0,0,2,354440469489998,707803167126144,707803146126144
28415,BaltimoreMD2023Curr,1025947,24,1,1,Live,NA,762,Prunus serotina,1,17.3,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,3910.266576,10,0,0,2,354440469489998,707803164126144,707803146126144
28424,BaltimoreMD2023Curr,1026185,24,1,1,Live,NA,129,Pinus strobus,1,19.9,6.018046286,Private,Multi-family,Multi-family,4903.18411,10,1,0,1,354440478489998,707804547126144,707804524126144
28449,BaltimoreMD2023Curr,1022326,24,1,1,Live,NA,5800,Cupressocyparis leylandii,2,13.9,6.018046286,Private,Residential,Residential,2650.192208,5,1,0,1,354462296489998,782233690290487,782233671290487
28453,BaltimoreMD2023Curr,1025955,24,1,1,Live,NA,320,Acer platanoides,1,9.5,6.018046286,StateLocal,Forest land,Unused/Other,4951.320547,0,0,0,2,354462298489998,782232446290487,782232419290487
28454,BaltimoreMD2023Curr,1025955,24,1,1,Live,NA,975,Ulmus rubra,1,8.4,6.018046286,StateLocal,Forest land,Unused/Other,1247.84026,0,0,0,2,354462298489998,782232447290487,782232419290487
28455,BaltimoreMD2023Curr,1025955,24,1,12,Live,NA,975,Ulmus rubra,1,1,74.96528245,StateLocal,Forest land,Unused/Other,64.82366912,0,0,0,2,354462298489998,782232452290487,782232419290487
28456,BaltimoreMD2023Curr,1025971,24,1,1,Live,NA,7243,Zelkova serrata,1,5.8,6.018046286,StateLocal,Rights-of-Way,Residential,664.0360254,0,1,1,1,354462301489998,782233004290487,782232977290487
28464,BaltimoreMD2023Curr,1025924,24,2,1,Live,NA,316,Acer rubrum,1,15,6.018046286,StateLocal,Forest land,Unused/Other,11261.51722,0,0,0,2,354462307489998,782233802290487,782233753290487
28465,BaltimoreMD2023Curr,1025924,24,1,12,Live,NA,544,Fraxinus pennsylvanica,1,1.1,74.96528245,StateLocal,Forest land,Unused/Other,44.12765848,0,0,0,2,354462307489998,782233810290487,782233752290487
28466,BaltimoreMD2023Curr,1026025,24,1,1,Live,NA,531,Fagus grandifolia,1,6.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3480.120965,0,0,0,2,354462308489998,782233315290487,782233286290487
28467,BaltimoreMD2023Curr,1026025,24,1,1,Live,NA,320,Acer platanoides,1,9.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,6072.8695,0,0,0,2,354462308489998,782233320290487,782233286290487
28472,BaltimoreMD2023Curr,1026025,24,1,1,Live,NA,621,Liriodendron tulipifera,1,22.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,6519.058292,0,0,0,2,354462308489998,782233335290487,782233286290487
28473,BaltimoreMD2023Curr,1026025,24,1,1,Live,NA,402,Carya cordiformis,1,5.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,480.6049213,0,0,0,2,354462308489998,782233305290487,782233286290487
28496,BaltimoreMD2023Curr,1025967,24,1,1,Live,NA,6262,Broussonetia papyrifera,1,5.8,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1205.522473,0,1,0,1,354473618489998,1003782590290480,1003782550290480
28501,BaltimoreMD2023Curr,1026339,24,1,1,Live,NA,827,Quercus nigra,1,27,6.018046286,StateLocal,Multi-family,Multi-family,5016.290522,15,1,0,3,1215335051290480,1558330731290480,1558330710290480
28510,BaltimoreMD2023Curr,1026374,24,1,1,Live,NA,341,Ailanthus altissima,1,5.1,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,362.1309468,5,0,0,2,354475917489998,1003839045290480,1003839024290480
28511,BaltimoreMD2023Curr,1026053,24,2,1,Live,NA,320,Acer platanoides,1,13.5,6.018046286,Private,Residential,Residential,5216.555458,5,1,0,1,354475918489998,1003839675290480,1003839646290480
28512,BaltimoreMD2023Curr,1026053,24,3,1,Live,NA,972,Ulmus americana,1,12,6.018046286,Private,Multi-family,Multi-family,2451.163566,0,1,0,3,354475918489998,1003839680290480,1003839647290480
28525,BaltimoreMD2023Curr,1026015,24,1,1,Live,NA,951,Tilia americana,1,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1358.708802,0,0,0,2,783305479290487,1003842700290480,1003842656290480
28530,BaltimoreMD2023Curr,1026378,24,1,1,Live,NA,681,Morus alba,1,6.8,6.018046286,Private,Residential,Residential,626.0236665,0,1,0,2,783305500290487,1003841786290480,1003841650290480
28531,BaltimoreMD2023Curr,1022149,24,1,1,Live,NA,544,Fraxinus pennsylvanica,1,8.6,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,431.4571171,60,1,0,1,1041519516290480,1305794545290480,1305794523290480
28532,BaltimoreMD2023Curr,1022149,24,1,1,Live,NA,8253,Platanus hybrida,1,16,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,6871.728837,0,1,0,1,1041519516290480,1305794551290480,1305794523290480
28537,BaltimoreMD2023Curr,1026036,24,1,1,Live,NA,5800,Cupressocyparis leylandii,1,6.8,6.018046286,Private,Residential,Residential,467.0967037,0,1,0,1,1041519559290480,1589541290290480,1589541262290480
28538,BaltimoreMD2023Curr,1026036,24,1,14,Live,NA,5800,Cupressocyparis leylandii,1,4.5,74.96528245,Private,Residential,Residential,279.0392711,0,1,0,1,1041519559290480,1589541306290480,1589541262290480
30755,BaltimoreMD2023Curr,1026373,24,1,1,Dead,Yes,541,Fraxinus americana,1,10,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2,354462332489998,782234386290487,782234353290487
30769,BaltimoreMD2023Curr,1026323,24,1,1,Live,NA,317,Acer saccharinum,1,17.2,6.018046286,StateLocal,Recreation/Cemetery,Cemetery/Park/Golf,7298.787508,0,1,0,2,354475911489998,1003838854290480,1003783210290480
30770,BaltimoreMD2023Curr,1026337,24,1,1,Live,NA,552,Gleditsia triacanthos,1,12.4,6.018046286,OtherFederal,Commercial/Industrial,Institutional/Commercial,1703.883599,0,1,0,1,354475914489998,1003839478290480,1003839353290480
30785,BaltimoreMD2023Curr,1026015,24,1,1,Live,NA,320,Acer platanoides,2,9.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3155.828156,0,0,0,2,783305479290487,1003842695290480,1003842656290480
30786,BaltimoreMD2023Curr,1026023,24,1,1,Dead,Yes,541,Fraxinus americana,1,15.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2,783305498290487,1003841583290480,1003841546290480
30792,BaltimoreMD2023Curr,1026322,24,1,1,Live,NA,531,Fagus grandifolia,1,13.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5089.133656,0,0,0,2,783305502290487,1003842410290480,1003842388290480
30793,BaltimoreMD2023Curr,1026322,24,1,1,Live,NA,531,Fagus grandifolia,1,5.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1485.290022,0,0,0,2,783305502290487,1003842431290480,1003842388290480
30794,BaltimoreMD2023Curr,1026020,24,1,1,Live,NA,316,Acer rubrum,1,15.8,6.018046286,StateLocal,Rights-of-Way,Residential,4403.968491,0,1,1,1,1041519553290480,1536711427290480,1536711404290480
30803,BaltimoreMD2023Curr,1026036,24,2,1,Live,NA,972,Ulmus americana,1,5.7,6.018046286,Private,Multi-family,Multi-family,774.2395296,0,0,0,2,1041519559290480,1589541296290480,1589541263290480
32242,BaltimoreMD2023Curr,1026018,24,1,1,Live,NA,972,Ulmus americana,1,8.1,6.018046286,Private,Residential,Residential,900.1052155,0,0,0,2,354440464489998,707803745126144,707803718126144
32245,BaltimoreMD2023Curr,1026328,24,1,1,Live,NA,6516,Phellodendron amurense,1,10.3,6.018046286,Private,Forest land,Cemetery/Park/Golf,3593.88331,5,0,0,2,354440472489998,707803228126144,707803208126144
32246,BaltimoreMD2023Curr,1026328,24,1,1,Live,NA,931,Sassafras albidum,1,8.6,6.018046286,Private,Forest land,Cemetery/Park/Golf,1881.227355,5,0,0,2,354440472489998,707803244126144,707803208126144
32247,BaltimoreMD2023Curr,1026328,24,1,1,Live,NA,931,Sassafras albidum,1,6.5,6.018046286,Private,Forest land,Cemetery/Park/Golf,982.8435782,5,0,0,2,354440472489998,707803248126144,707803208126144
32250,BaltimoreMD2023Curr,1026328,24,1,11,Live,NA,6516,Phellodendron amurense,1,1.1,74.96528245,Private,Forest land,Cemetery/Park/Golf,51.42974336,0,0,0,2,354440472489998,707803257126144,707803208126144
32268,BaltimoreMD2023Curr,1025969,24,1,14,Live,NA,8421,Pyrus calleryana,1,2,74.96528245,Private,Residential,Residential,162.6742333,0,1,0,2,354462300489998,782234332290487,782234302290487
32272,BaltimoreMD2023Curr,1025924,24,2,1,Live,NA,762,Prunus serotina,1,6.5,6.018046286,StateLocal,Forest land,Unused/Other,496.6571175,0,0,0,2,354462307489998,782233806290487,782233753290487
32273,BaltimoreMD2023Curr,1026025,24,1,1,Live,NA,409,Carya alba,1,5.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2232.705669,0,0,0,2,354462308489998,782233313290487,782233286290487
32277,BaltimoreMD2023Curr,1026025,24,1,1,Live,NA,320,Acer platanoides,1,8.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,4169.234175,0,0,0,2,354462308489998,782233311290487,782233286290487
32284,BaltimoreMD2023Curr,1025929,24,1,1,Live,NA,972,Ulmus americana,1,7.5,6.018046286,StateLocal,Commercial/Industrial,Institutional/Commercial,1472.757363,0,1,1,1,354462327489998,782232514290487,782232490290487
