"","EVALID","PLOTID","STATECD","CONDID","SUBP","STATUSCD","STANDING_DEAD_CD","SPCD","scientific","NBR_STEMS","DIA","TPA_UNADJ","OWNGRPCD","FIA_LANDUSE","ITREE_LANDUSE","LEAF_AREA_ITREE","CROWN_DIEBACK_CD","IS_MAINTAINED_AREA","IS_STREET_TREE","IS_PLANTED","PLT_CN","MTRE_CN","CND_CN"
"53622","AustinTX2023Curr",1114693,48,2,1,"Live",NA,461,"Celtis laevigata",1,9.1,6.0180462857,"StateLocal","Forest land","Unused/Other",1579.4135149937,0,0,0,2,297167309489998,488917127126144,429473108489998
"53623","AustinTX2023Curr",1089208,48,1,1,"Live",NA,61,"Juniperus ashei",1,5.1,6.0180462857,"StateLocal","Forest land","Unused/Other",140.1220104315,0,0,0,2,297167314489998,1262759892290487,429473256489998
"53626","AustinTX2023Curr",1114718,48,1,1,"Live",NA,731,"Platanus occidentalis",1,5.6,6.0180462857,"Private","Residential","Residential",894.0732381954,0,0,0,2,297167317489998,488917171126144,429473440489998
"53627","AustinTX2023Curr",1114740,48,1,1,"Dead","No",838,"Quercus virginiana",1,NA,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",NA,NA,NA,NA,NA,365780619489998,488919531126144,483937810489998
"53628","AustinTX2023Curr",1114794,48,1,1,"Dead","Yes",61,"Juniperus ashei",2,11.3,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,365780625489998,1262760307290487,483938182489998
"53629","AustinTX2023Curr",1114798,48,1,1,"Live",NA,61,"Juniperus ashei",1,5.3,6.0180462857,"Private","Forest land","Unused/Other",6.0002970355,95,0,0,2,365780626489998,1262760327290487,483938357489998
"53630","AustinTX2023Curr",1114833,48,1,1,"Live",NA,61,"Juniperus ashei",1,7.3,6.0180462857,"Private","Forest land","Unused/Other",458.051698093,5,0,0,2,365786669489998,1262760388290487,483938612489998
"53631","AustinTX2023Curr",1114638,48,1,1,"Live",NA,973,"Ulmus crassifolia",1,5.7,6.0180462857,"Private","Forest land","Unused/Other",679.3700554148,0,0,0,2,365786670489998,488919617126144,483938724489998
"53632","AustinTX2023Curr",1114638,48,1,1,"Live",NA,973,"Ulmus crassifolia",1,6.3,6.0180462857,"Private","Forest land","Unused/Other",713.2177065358,0,0,0,2,365786670489998,488919587126144,483938724489998
"53633","AustinTX2023Curr",1114769,48,1,13,"Live",NA,61,"Juniperus ashei",3,3.4,74.9652824512,"StateLocal","Forest land","Unused/Other",101.4149101117,0,0,0,2,365780624489998,1262760067290487,483937991489998
"53634","AustinTX2023Curr",1114794,48,1,1,"Dead","Yes",61,"Juniperus ashei",2,9,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,365780625489998,1262760281290487,483938182489998
"53635","AustinTX2023Curr",1114668,48,2,1,"Live",NA,61,"Juniperus ashei",1,7.2,6.0180462857,"Private","Forest land","Unused/Other",358.9457510971,0,0,0,2,439637575489998,1262760595290487,533392386126144
"53637","AustinTX2023Curr",1114721,48,1,1,"Live",NA,313,"Acer negundo",1,9.6,6.0180462857,"StateLocal","Forest land","Unused/Other",2228.5357039985,0,0,0,2,489746525126144,707920861126144,707920837126144
"53639","AustinTX2023Curr",1114727,48,1,1,"Live",NA,522,"Diospyros texana",1,9.9,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",648.8396004802,5,0,0,2,505184004126144,1262763170290487,931764723290487
"53641","AustinTX2023Curr",1114772,48,1,1,"Dead","Yes",61,"Juniperus ashei",1,13.3,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,505184008126144,1262762613290487,809627341290487
"53642","AustinTX2023Curr",1114763,48,1,12,"Live",NA,61,"Juniperus ashei",1,4.1,74.9652824512,"Private","Forest land","Unused/Other",139.1702191769,0,0,0,2,505184009126144,1262762996290487,809628773290487
"53643","AustinTX2023Curr",1114805,48,1,1,"Live",NA,838,"Quercus virginiana",1,6.7,6.0180462857,"Private","Forest land","Unused/Other",378.4548569885,5,0,0,2,505184013126144,809627565290487,809627522290487
"53644","AustinTX2023Curr",1114766,48,1,1,"Live",NA,993,"Melia azedarach",1,6.8,6.0180462857,"Private","Residential","Residential",430.7376619107,0,1,0,2,505184010126144,809629203290487,809629169290487
"53645","AustinTX2023Curr",1114801,48,1,1,"Live",NA,61,"Juniperus ashei",1,8.3,6.0180462857,"Private","Forest land","Unused/Other",397.7633412749,0,0,0,2,505184011126144,1262762718290487,809628281290487
"53646","AustinTX2023Curr",1114801,48,1,1,"Live",NA,838,"Quercus virginiana",1,5.6,6.0180462857,"Private","Forest land","Unused/Other",308.5816657237,5,0,0,2,505184011126144,809628310290487,809628281290487
"53647","AustinTX2023Curr",1114801,48,1,13,"Live",NA,838,"Quercus virginiana",1,1.8,74.9652824512,"Private","Forest land","Unused/Other",33.4959300621,5,0,0,2,505184011126144,809628341290487,809628281290487
"53648","AustinTX2023Curr",1114775,48,1,1,"Live",NA,8513,"Quercus buckleyi",1,6.6,6.0180462857,"StateLocal","Forest land","Unused/Other",539.8445025696,5,0,0,2,729648994290487,941923013290487,941922981290487
"53649","AustinTX2023Curr",1120061,48,1,1,"Live",NA,838,"Quercus virginiana",1,8.8,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",949.3581181628,0,1,0,1,729648996290487,941923190290487,941923175290487
"53650","AustinTX2023Curr",1114782,48,1,1,"Live",NA,61,"Juniperus ashei",3,9.9,6.0180462857,"StateLocal","Forest land","Unused/Other",668.1152831705,0,0,0,2,729649006290487,1262763091290487,941922020290487
"53651","AustinTX2023Curr",1114782,48,1,1,"Live",NA,61,"Juniperus ashei",1,7.4,6.0180462857,"StateLocal","Forest land","Unused/Other",328.2388172012,0,0,0,2,729649006290487,1262763098290487,941922020290487
"53652","AustinTX2023Curr",1114782,48,1,1,"Live",NA,8513,"Quercus buckleyi",1,5.8,6.0180462857,"StateLocal","Forest land","Unused/Other",492.0373374327,5,0,0,2,729649006290487,941922098290487,941922020290487
"53653","AustinTX2023Curr",1114749,48,1,1,"Dead","Yes",61,"Juniperus ashei",1,6,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,729649008290487,1262763145290487,941922255290487
"53654","AustinTX2023Curr",1114749,48,1,1,"Dead","Yes",61,"Juniperus ashei",1,5.6,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,729649008290487,1262763146290487,941922255290487
"53655","AustinTX2023Curr",1114749,48,1,1,"Live",NA,993,"Melia azedarach",1,8,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",1425.2883180141,0,0,0,2,729649008290487,941922306290487,941922255290487
"53656","AustinTX2023Curr",1114640,48,1,1,"Live",NA,61,"Juniperus ashei",12,16,6.0180462857,"Private","Forest land","Unused/Other",1325.5590105555,5,0,0,2,729649012290487,1262763376290487,941923447290487
"53657","AustinTX2023Curr",1114665,48,2,1,"Dead","No",756,"Prosopis glandulosa",NA,NA,6.0180462857,"Private","Agriculture","Agriculture",NA,NA,NA,NA,NA,729649014290487,1262763155290487,941922408290487
"53658","AustinTX2023Curr",1114789,48,1,1,"Live",NA,993,"Melia azedarach",1,13.1,6.0180462857,"Private","Forest land","Unused/Other",2526.6566024104,0,0,0,2,729649020290487,941922733290487,941922694290487
"53659","AustinTX2023Curr",1114806,48,2,1,"Dead","No",461,"Celtis laevigata",1,NA,6.0180462857,"StateLocal","Rights-of-Way","Transportation/Utility",NA,NA,NA,NA,NA,729649026290487,941921860290487,941921837290487
"53660","AustinTX2023Curr",1114775,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.8,6.0180462857,"StateLocal","Forest land","Unused/Other",417.5303082762,0,0,0,2,729648994290487,1262763292290487,941922981290487
"53661","AustinTX2023Curr",1114774,48,1,1,"Live",NA,61,"Juniperus ashei",1,8.9,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",560.9322726791,0,0,0,2,808280525290487,1262763538290487,1003724441290487
"53662","AustinTX2023Curr",1114783,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.2,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",308.3636576478,0,0,0,2,808280527290487,1262763695290487,1003725236290487
"53663","AustinTX2023Curr",1114783,48,1,1,"Live",NA,61,"Juniperus ashei",1,11.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",1383.9299609571,0,0,0,2,808280527290487,1262763700290487,1003725236290487
"53664","AustinTX2023Curr",1114783,48,1,11,"Dead","Yes",61,"Juniperus ashei",1,4.8,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,808280527290487,1262763711290487,1003725236290487
"53665","AustinTX2023Curr",1114783,48,1,1,"Live",NA,8513,"Quercus buckleyi",1,9.9,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",2240.4241397268,0,0,0,2,808280527290487,1003725277290487,1003725236290487
"53666","AustinTX2023Curr",1114761,48,2,1,"Live",NA,549,"Fraxinus texensis",1,13.1,6.0180462857,"StateLocal","Rights-of-Way","Residential",3143.4112719024,5,1,0,2,808280531290487,1003725406290487,1003725382290487
"53667","AustinTX2023Curr",1114719,48,1,1,"Live",NA,973,"Ulmus crassifolia",1,7.8,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",743.5969887099,5,0,0,2,729649040290487,941922850290487,941922817290487
"53668","AustinTX2023Curr",1114771,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.7,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",344.2289884486,0,0,0,2,1041544282290487,1305799202290487,1305799182290487
"53669","AustinTX2023Curr",1114739,48,1,1,"Live",NA,61,"Juniperus ashei",2,11.2,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",706.4565958121,0,0,0,2,1041544294290487,1305798730290487,1305798709290487
"53670","AustinTX2023Curr",1114739,48,1,1,"Dead","No",838,"Quercus virginiana",1,NA,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",NA,NA,NA,NA,NA,1041544294290487,1305798777290487,1305798709290487
"53671","AustinTX2023Curr",1114716,48,1,1,"Live",NA,973,"Ulmus crassifolia",1,6.2,6.0180462857,"Private","Residential","Residential",338.2146929638,0,1,0,2,1041544318290487,1305799719290487,1305799700290487
"53672","AustinTX2023Curr",1114840,48,1,1,"Live",NA,838,"Quercus virginiana",1,24.3,6.0180462857,"Private","Residential","Residential",7604.8609583712,0,1,0,2,1041544330290487,1305800515290487,1305800496290487
"53691","AustinTX2023Curr",1114837,48,2,1,"Live",NA,973,"Ulmus crassifolia",1,5,6.0180462857,"Private","Residential","Residential",332.6781310493,0,1,0,2,1041544336290487,1305799038290487,1305799008290487
"53700","AustinTX2023Curr",1114724,48,2,1,"Live",NA,462,"Celtis occidentalis",1,6.6,6.0180462857,"StateLocal","Rangeland/Chaparral","Agriculture",510.6154349632,0,0,0,2,1220404223290487,1589154231290487,1589154209290487
"53708","AustinTX2023Curr",1114795,48,1,1,"Dead","Yes",61,"Juniperus ashei",1,6.9,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,1220404235290487,1589154856290487,1589154825290487
"53712","AustinTX2023Curr",1114795,48,1,1,"Dead","Yes",61,"Juniperus ashei",1,11,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,1220404235290487,1589154893290487,1589154825290487
"53713","AustinTX2023Curr",1114795,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.2,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",285.3856396734,0,0,0,2,1220404235290487,1589154896290487,1589154825290487
"55053","AustinTX2023Curr",1114703,48,1,1,"Live",NA,461,"Celtis laevigata",1,6.7,6.0180462857,"Private","Residential","Residential",920.1053718802,0,1,0,1,251083040489998,488915040126144,142358
"55056","AustinTX2023Curr",1114809,48,1,1,"Live",NA,61,"Juniperus ashei",3,12.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",681.9293420323,10,0,0,NA,251083000489998,1262758586290487,140388
"55057","AustinTX2023Curr",1114770,48,3,1,"Live",NA,838,"Quercus virginiana",1,6.1,6.0180462857,"StateLocal","Forest land","Unused/Other",407.2327468509,0,0,0,NA,251083045489998,488915048126144,142505
"55058","AustinTX2023Curr",1114770,48,3,1,"Live",NA,61,"Juniperus ashei",1,11.5,6.0180462857,"StateLocal","Forest land","Unused/Other",722.5634681599,0,0,0,NA,251083045489998,1262759881290487,142505
"55059","AustinTX2023Curr",1114770,48,3,13,"Live",NA,61,"Juniperus ashei",1,3.1,74.9652824512,"StateLocal","Forest land","Unused/Other",55.8598595622,0,0,0,NA,251083045489998,1262760077290487,142505
"55060","AustinTX2023Curr",1114735,48,1,1,"Live",NA,838,"Quercus virginiana",3,14.2,6.0180462857,"Private","Residential","Residential",3338.1040162948,5,1,0,2,251083135489998,488915532126144,146218
"55063","AustinTX2023Curr",1114809,48,1,1,"Live",NA,61,"Juniperus ashei",2,5.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",132.8344781721,5,0,0,NA,251083000489998,1262760176290487,140388
"55064","AustinTX2023Curr",1114809,48,1,1,"Live",NA,61,"Juniperus ashei",4,7.8,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",344.2718711896,5,0,0,NA,251083000489998,1262759977290487,140388
"55070","AustinTX2023Curr",1114809,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",229.4891294838,10,0,0,NA,251083000489998,1262759979290487,140388
"55071","AustinTX2023Curr",1114809,48,1,1,"Live",NA,61,"Juniperus ashei",5,15.4,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",1373.7471506853,5,0,0,NA,251083000489998,1262759985290487,140388
"55075","AustinTX2023Curr",1114799,48,1,1,"Live",NA,61,"Juniperus ashei",1,7.7,6.0180462857,"Private","Forest land","Unused/Other",390.5318102615,5,0,0,NA,251083087489998,1262758755290487,144443
"55076","AustinTX2023Curr",1114799,48,1,1,"Live",NA,61,"Juniperus ashei",1,10.9,6.0180462857,"Private","Forest land","Unused/Other",587.641470785,5,0,0,NA,251083087489998,1262758668290487,144443
"55078","AustinTX2023Curr",1114788,48,1,1,"Live",NA,61,"Juniperus ashei",1,11.7,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",1145.3142171666,0,0,0,NA,251083008489998,1262758810290487,140776
"55082","AustinTX2023Curr",1114835,48,1,1,"Live",NA,838,"Quercus virginiana",1,14.4,6.0180462857,"Private","Residential","Residential",3971.5213535531,5,1,0,2,251083088489998,488915262126144,144561
"55083","AustinTX2023Curr",1114835,48,1,1,"Live",NA,404,"Carya illinoinensis",2,9.6,6.0180462857,"Private","Residential","Residential",777.2388295905,35,1,0,1,251083088489998,488915267126144,144561
"55118","AustinTX2023Curr",1114730,48,1,1,"Live",NA,756,"Prosopis glandulosa",1,5.4,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",163.9892703403,0,0,0,NA,251083021489998,1262759513290487,141519
"55123","AustinTX2023Curr",1114730,48,1,1,"Live",NA,756,"Prosopis glandulosa",3,5.4,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",129.1572463398,10,0,0,NA,251083021489998,1262759536290487,141519
"55135","AustinTX2023Curr",1114717,48,1,1,"Live",NA,7577,"Ligustrum japonicum",4,7.6,6.0180462857,"Private","Residential","Residential",639.2517874227,0,0,0,2,439637578489998,1262760598290487,533392465126144
"55136","AustinTX2023Curr",1114670,48,1,12,"Live",NA,462,"Celtis occidentalis",1,1.2,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",30.278144628,0,0,0,2,439637581489998,533392550126144,533392515126144
"55137","AustinTX2023Curr",1114670,48,1,13,"Live",NA,461,"Celtis laevigata",1,1.4,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",50.1198404444,0,0,0,2,439637581489998,533392552126144,533392515126144
"55138","AustinTX2023Curr",1114763,48,1,1,"Live",NA,61,"Juniperus ashei",1,10.4,6.0180462857,"Private","Forest land","Unused/Other",575.7753806442,0,0,0,2,505184009126144,1262762986290487,809628773290487
"55139","AustinTX2023Curr",1114763,48,1,1,"Live",NA,61,"Juniperus ashei",1,10,6.0180462857,"Private","Forest land","Unused/Other",634.0340229555,0,0,0,2,505184009126144,1262762989290487,809628773290487
"55140","AustinTX2023Curr",1114763,48,1,12,"Live",NA,61,"Juniperus ashei",1,4.1,74.9652824512,"Private","Forest land","Unused/Other",109.608149109,0,0,0,2,505184009126144,1262762995290487,809628773290487
"55141","AustinTX2023Curr",1114763,48,1,1,"Live",NA,838,"Quercus virginiana",1,5.6,6.0180462857,"Private","Forest land","Unused/Other",326.7717247358,5,0,0,2,505184009126144,809628813290487,809628773290487
"55142","AustinTX2023Curr",1114555,48,1,14,"Live",NA,6748,"Cornus drummondii",1,1.3,74.9652824512,"Private","Forest land","Cemetery/Park/Golf",30.9681666316,0,0,0,2,808280506290487,1003724760290487,1003724705290487
"55143","AustinTX2023Curr",1114794,48,1,1,"Live",NA,61,"Juniperus ashei",2,7.4,6.0180462857,"StateLocal","Forest land","Unused/Other",298.7681088692,0,0,0,2,365780625489998,1262760316290487,483938182489998
"55144","AustinTX2023Curr",1114639,48,1,1,"Live",NA,973,"Ulmus crassifolia",1,6.3,6.0180462857,"Private","Forest land","Unused/Other",633.0737161561,0,0,0,2,439637583489998,533392619126144,533392602126144
"55145","AustinTX2023Curr",1114639,48,1,1,"Live",NA,973,"Ulmus crassifolia",2,11.3,6.0180462857,"Private","Forest land","Unused/Other",1495.6152489736,5,0,0,2,439637583489998,533392635126144,533392602126144
"55146","AustinTX2023Curr",1114766,48,2,11,"Live",NA,61,"Juniperus ashei",1,2.4,74.9652824512,"Private","Forest land","Unused/Other",62.6390221526,0,0,0,2,505184010126144,1262762457290487,809629170290487
"55147","AustinTX2023Curr",1114766,48,2,11,"Live",NA,973,"Ulmus crassifolia",1,2.2,74.9652824512,"Private","Forest land","Unused/Other",62.0361435729,0,0,0,2,505184010126144,809629225290487,809629170290487
"55149","AustinTX2023Curr",1114794,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.9,6.0180462857,"StateLocal","Forest land","Unused/Other",323.5474039816,5,0,0,2,365780625489998,1262760283290487,483938182489998
"55150","AustinTX2023Curr",1114794,48,1,1,"Live",NA,61,"Juniperus ashei",1,7.9,6.0180462857,"StateLocal","Forest land","Unused/Other",319.108175416,5,0,0,2,365780625489998,1262760302290487,483938182489998
"55151","AustinTX2023Curr",1114793,48,1,1,"Live",NA,61,"Juniperus ashei",9,13.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",767.4117154078,0,0,0,2,439637586489998,1262760796290487,533392750126144
"55152","AustinTX2023Curr",1114793,48,1,1,"Live",NA,61,"Juniperus ashei",1,17.4,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",1664.3060109766,0,0,0,2,439637586489998,1262760807290487,533392750126144
"55153","AustinTX2023Curr",1114801,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.4,6.0180462857,"Private","Forest land","Unused/Other",270.1650627471,5,0,0,2,505184011126144,1262762719290487,809628281290487
"55154","AustinTX2023Curr",1114801,48,1,11,"Live",NA,7578,"Ligustrum lucidum",1,1.9,74.9652824512,"Private","Forest land","Unused/Other",45.1145989324,0,0,0,2,505184011126144,1262762729290487,809628281290487
"55155","AustinTX2023Curr",1114559,48,1,1,"Live",NA,838,"Quercus virginiana",1,23.7,6.0180462857,"Private","Multi-family","Multi-family",6191.3270987688,5,1,0,2,274202254489998,488915786126144,148271
"55156","AustinTX2023Curr",1114798,48,1,1,"Live",NA,363,"Arbutus xalapensis",3,7.2,6.0180462857,"Private","Forest land","Unused/Other",126.7067219867,50,0,0,2,365780626489998,1262760342290487,483938357489998
"55157","AustinTX2023Curr",1114798,48,1,1,"Live",NA,61,"Juniperus ashei",3,10.2,6.0180462857,"Private","Forest land","Unused/Other",319.5046934309,20,0,0,2,365780626489998,1262760346290487,483938357489998
"55158","AustinTX2023Curr",1114798,48,1,1,"Live",NA,61,"Juniperus ashei",3,6.4,6.0180462857,"Private","Forest land","Unused/Other",113.484867309,30,0,0,2,365780626489998,1262760351290487,483938357489998
"55159","AustinTX2023Curr",1114793,48,1,1,"Live",NA,61,"Juniperus ashei",1,5.3,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",180.4046378461,0,0,0,2,439637586489998,1262760825290487,533392750126144
"55160","AustinTX2023Curr",1114832,48,1,1,"Live",NA,61,"Juniperus ashei",1,7.2,6.0180462857,"Private","Forest land","Unused/Other",252.802273467,0,0,0,2,505184012126144,1262762426290487,809628952290487
"55161","AustinTX2023Curr",1114832,48,1,13,"Live",NA,522,"Diospyros texana",1,1.1,74.9652824512,"Private","Forest land","Unused/Other",14.2927520047,0,0,0,2,505184012126144,1262762428290487,809628952290487
"55162","AustinTX2023Curr",1114805,48,1,1,"Live",NA,61,"Juniperus ashei",1,7.7,6.0180462857,"Private","Forest land","Unused/Other",215.8127301216,5,0,0,2,505184013126144,1262762665290487,809627522290487
"55163","AustinTX2023Curr",1114758,48,1,1,"Live",NA,7532,"Lagerstroemia indica",1,7.4,6.0180462857,"Private","Residential","Residential",332.1258257534,0,1,0,1,297167298489998,1262758497290487,429472805489998
"55164","AustinTX2023Curr",1114704,48,1,14,"Live",NA,973,"Ulmus crassifolia",1,2,74.9652824512,"OtherFederal","Forest land","Unused/Other",64.6264364051,0,0,0,2,297167301489998,488917095126144,429472857489998
"55165","AustinTX2023Curr",1114704,48,1,1,"Live",NA,973,"Ulmus crassifolia",1,7.3,6.0180462857,"OtherFederal","Forest land","Unused/Other",632.4752063657,0,0,0,2,297167301489998,488917083126144,429472857489998
"55166","AustinTX2023Curr",1114798,48,1,1,"Live",NA,61,"Juniperus ashei",4,8.2,6.0180462857,"Private","Forest land","Unused/Other",237.8917471807,10,0,0,2,365780626489998,1262760364290487,483938357489998
"55167","AustinTX2023Curr",1114746,48,1,12,"Live",NA,7469,"Ilex vomitoria",1,1.7,74.9652824512,"Private","Recreation/Cemetery","Cemetery/Park/Golf",50.9667322716,0,0,0,2,489746515126144,707920451126144,707920404126144
"55168","AustinTX2023Curr",1114817,48,1,1,"Live",NA,404,"Carya illinoinensis",1,8.3,6.0180462857,"StateLocal","Forest land","Unused/Other",1526.3623105336,0,0,0,2,489746516126144,707920777126144,707920746126144
"55170","AustinTX2023Curr",1114804,48,1,1,"Live",NA,61,"Juniperus ashei",1,7.2,6.0180462857,"Private","Forest land","Unused/Other",281.6355699448,5,0,0,2,297167310489998,1262759886290487,429473134489998
"55171","AustinTX2023Curr",1089208,48,1,1,"Live",NA,838,"Quercus virginiana",1,12,6.0180462857,"StateLocal","Forest land","Unused/Other",2240.2031863543,5,0,0,2,297167314489998,488917135126144,429473256489998
"55172","AustinTX2023Curr",1114638,48,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,6.7,6.0180462857,"Private","Forest land","Unused/Other",814.1817230954,5,0,0,2,365786670489998,488919590126144,483938724489998
"55173","AustinTX2023Curr",1114638,48,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,6.7,6.0180462857,"Private","Forest land","Unused/Other",857.0333927286,0,0,0,2,365786670489998,488919594126144,483938724489998
"55174","AustinTX2023Curr",1114817,48,1,1,"Live",NA,461,"Celtis laevigata",1,6,6.0180462857,"StateLocal","Forest land","Unused/Other",636.4094698731,5,0,0,2,489746516126144,707920788126144,707920746126144
"55175","AustinTX2023Curr",1114817,48,1,1,"Live",NA,461,"Celtis laevigata",1,5.2,6.0180462857,"StateLocal","Forest land","Unused/Other",335.1682810702,5,0,0,2,489746516126144,707920791126144,707920746126144
"55176","AustinTX2023Curr",1114734,48,1,1,"Live",NA,838,"Quercus virginiana",1,21.3,6.0180462857,"Private","Residential","Residential",6515.1799969086,0,1,0,2,489746519126144,707921458126144,707921440126144
"55178","AustinTX2023Curr",1089208,48,1,1,"Live",NA,61,"Juniperus ashei",1,9,6.0180462857,"StateLocal","Forest land","Unused/Other",489.1880268396,0,0,0,2,297167314489998,1262759909290487,429473256489998
"55179","AustinTX2023Curr",1114787,48,1,1,"Live",NA,838,"Quercus virginiana",1,13.9,6.0180462857,"Private","Recreation/Cemetery","Cemetery/Park/Golf",3593.5249279249,0,0,0,2,297167316489998,488917146126144,468653197489998
"55180","AustinTX2023Curr",1114638,48,1,14,"Live",NA,544,"Fraxinus pennsylvanica",1,2.7,74.9652824512,"Private","Forest land","Unused/Other",101.1759265176,0,0,0,2,365786670489998,488919631126144,483938724489998
"55181","AustinTX2023Curr",1114734,48,1,1,"Live",NA,838,"Quercus virginiana",1,39.5,6.0180462857,"Private","Residential","Residential",23823.0980590086,5,1,0,2,489746519126144,707921471126144,707921440126144
"55182","AustinTX2023Curr",1114721,48,1,1,"Live",NA,313,"Acer negundo",1,19,6.0180462857,"StateLocal","Forest land","Unused/Other",5395.0954008609,5,0,0,2,489746525126144,707920862126144,707920837126144
"55183","AustinTX2023Curr",1114775,48,1,12,"Live",NA,522,"Diospyros texana",1,1.2,74.9652824512,"StateLocal","Forest land","Unused/Other",26.945874093,0,0,0,2,729648994290487,1262763317290487,941922981290487
"55184","AustinTX2023Curr",1114787,48,1,1,"Live",NA,61,"Juniperus ashei",1,5.6,6.0180462857,"Private","Recreation/Cemetery","Cemetery/Park/Golf",183.945590112,0,0,0,2,297167316489998,1262759915290487,468653197489998
"55185","AustinTX2023Curr",1114775,48,1,13,"Live",NA,8487,"Quercus sinuata var. breviloba",1,1.4,74.9652824512,"StateLocal","Forest land","Unused/Other",28.1931986994,5,0,0,2,729648994290487,941923042290487,941922981290487
"55186","AustinTX2023Curr",1114782,48,1,1,"Live",NA,61,"Juniperus ashei",2,10.3,6.0180462857,"StateLocal","Forest land","Unused/Other",908.1891860697,5,0,0,2,729649006290487,1262763100290487,941922020290487
"55187","AustinTX2023Curr",1114818,48,1,1,"Live",NA,61,"Juniperus ashei",1,6.2,6.0180462857,"Private","Residential","Residential",299.727246525,0,0,0,2,297167319489998,1262759924290487,468653275489998
"55188","AustinTX2023Curr",1114818,48,1,12,"Live",NA,7578,"Ligustrum lucidum",1,1.6,74.9652824512,"Private","Residential","Residential",58.1410508849,0,0,0,2,297167319489998,1262759928290487,468653275489998
"55189","AustinTX2023Curr",1114592,48,1,1,"Live",NA,61,"Juniperus ashei",1,10.4,6.0180462857,"Private","Forest land","Unused/Other",333.7951212253,25,0,0,2,505183990126144,1262762860290487,809628446290487
"55190","AustinTX2023Curr",1114592,48,1,1,"Live",NA,61,"Juniperus ashei",1,13.8,6.0180462857,"Private","Forest land","Unused/Other",1046.4373028913,5,0,0,2,505183990126144,1262762865290487,809628446290487
"55191","AustinTX2023Curr",1114782,48,1,1,"Live",NA,61,"Juniperus ashei",3,12.2,6.0180462857,"StateLocal","Forest land","Unused/Other",931.1910939298,0,0,0,2,729649006290487,1262763110290487,941922020290487
"55192","AustinTX2023Curr",1114782,48,1,1,"Live",NA,61,"Juniperus ashei",6,12.9,6.0180462857,"StateLocal","Forest land","Unused/Other",1022.8876235589,5,0,0,2,729649006290487,1262763123290487,941922020290487
"55193","AustinTX2023Curr",1114578,48,1,1,"Live",NA,61,"Juniperus ashei",1,9.9,6.0180462857,"Private","Residential","Residential",1060.8772351691,0,0,0,2,325515282489998,1262759182290487,429472630489998
"55194","AustinTX2023Curr",1114581,48,1,1,"Live",NA,61,"Juniperus ashei",1,9,6.0180462857,"StateLocal","Forest land","Unused/Other",489.1880268396,0,0,0,2,439637455489998,1262760515290487,533392001126144
