"","EVALID","PLOTID","STATECD","CONDID","SUBP","STATUSCD","STANDING_DEAD_CD","SPCD","scientific","NBR_STEMS","DIA","TPA_UNADJ","OWNGRPCD","FIA_LANDUSE","ITREE_LANDUSE","LEAF_AREA_ITREE","CROWN_DIEBACK_CD","IS_MAINTAINED_AREA","IS_STREET_TREE","IS_PLANTED","PLT_CN","MTRE_CN","CND_CN"
"27410","MilwaukeeWI2023Curr",1533470,55,2,1,"Live",NA,544,"Fraxinus pennsylvanica",1,15.4,6.0180462857,"StateLocal","Rights-of-Way","Residential",3793.4565040068,0,1,1,1,925243,707809714126144,707809694126144
"27411","MilwaukeeWI2023Curr",1535304,55,1,1,"Live",NA,317,"Acer saccharinum",1,10.4,6.0180462857,"Private","Residential","Residential",2433.1856085657,0,1,0,1,925250,707809764126144,707809741126144
"27418","MilwaukeeWI2023Curr",1533518,55,1,1,"Dead","Yes",541,"Fraxinus americana",1,8.3,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925268,786787193290487,786787167290487
"27419","MilwaukeeWI2023Curr",1533518,55,1,11,"Dead","Yes",6918,"Rhamnus cathartica",1,2.2,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925268,786787254290487,786787167290487
"27427","MilwaukeeWI2023Curr",1533412,55,1,14,"Live",NA,681,"Morus alba",1,1.7,74.9652824512,"Private","Commercial/Industrial","Institutional/Commercial",49.1170531847,0,0,0,2,925300,942240582290487,942240544290487
"27428","MilwaukeeWI2023Curr",1533498,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,7.2,6.0180462857,"Private","Multi-family","Multi-family",352.5961045946,10,1,0,3,925307,942240142290487,942240121290487
"27431","MilwaukeeWI2023Curr",1533522,55,1,11,"Dead","Yes",742,"Populus deltoides",1,1.4,74.9652824512,"Private","Forest land","Agriculture",0,NA,0,0,2,925309,942239766290487,942239735290487
"27432","MilwaukeeWI2023Curr",1533482,55,1,1,"Live",NA,320,"Acer platanoides",1,8.3,6.0180462857,"Private","Recreation/Cemetery","Cemetery/Park/Golf",1074.7052517442,0,1,0,1,925312,942242118290487,942242103290487
"27433","MilwaukeeWI2023Curr",1533534,55,1,1,"Live",NA,602,"Juglans nigra",1,8.4,6.0180462857,"Private","Residential","Residential",2095.6454239818,0,0,0,2,925319,942242196290487,942242172290487
"27434","MilwaukeeWI2023Curr",1535246,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,8.8,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925324,942241570290487,942241530290487
"27437","MilwaukeeWI2023Curr",1533720,55,1,1,"Live",NA,8421,"Pyrus calleryana",1,5.5,6.0180462857,"Private","Commercial/Industrial","Unused/Other",390.4963935626,0,1,0,1,925326,942240204290487,942240188290487
"27438","MilwaukeeWI2023Curr",1535268,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,20.4,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,925327,942240841290487,942240790290487
"27465","MilwaukeeWI2023Curr",1533744,55,2,1,"Dead","No",765,"Prunus nigra",1,NA,6.0180462857,"Private","Multi-family","Multi-family",NA,NA,NA,NA,NA,982303950290487,1287835740290487,1287835712290487
"27466","MilwaukeeWI2023Curr",1533648,55,1,1,"Dead","No",313,"Acer negundo",1,NA,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",NA,NA,NA,NA,NA,982303956290487,1287836184290487,1287836159290487
"27467","MilwaukeeWI2023Curr",1533648,55,1,1,"Live",NA,901,"Robinia pseudoacacia",1,23.8,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",5262.855585673,0,0,0,2,982303956290487,1287836207290487,1287836159290487
"27472","MilwaukeeWI2023Curr",1535660,55,1,1,"Dead","Yes",681,"Morus alba",1,6.5,6.0180462857,"Private","Residential","Residential",0,NA,1,0,3,924277,1287172692290487,1287172658290487
"27473","MilwaukeeWI2023Curr",1533648,55,1,13,"Dead","No",6918,"Rhamnus cathartica",1,NA,74.9652824512,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",NA,NA,NA,NA,NA,982303956290487,1287836232290487,1287836159290487
"27474","MilwaukeeWI2023Curr",1533648,55,1,14,"Dead","No",6918,"Rhamnus cathartica",1,NA,74.9652824512,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",NA,NA,NA,NA,NA,982303956290487,1287836245290487,1287836159290487
"27475","MilwaukeeWI2023Curr",1533975,55,1,12,"Live",NA,6918,"Rhamnus cathartica",1,1.3,74.9652824512,"Private","Rights-of-Way","Transportation/Utility",108.1656291656,0,0,0,2,982303969290487,1287835913290487,1287835879290487
"27479","MilwaukeeWI2023Curr",1535672,55,1,1,"Live",NA,681,"Morus alba",1,6.1,6.0180462857,"Private","Multi-family","Multi-family",777.8373992929,0,1,0,2,1212688026290487,1640301029290487,1640300979290487
"29188","MilwaukeeWI2023Curr",1533642,55,1,1,"Live",NA,313,"Acer negundo",1,7.5,6.0180462857,"StateLocal","Forest land","Agriculture",725.35317784,5,0,0,2,923785,494904552126144,494904537126144
"29290","MilwaukeeWI2023Curr",1533572,55,1,1,"Live",NA,313,"Acer negundo",1,5.6,6.0180462857,"StateLocal","Forest land","Agriculture",737.1017357128,5,0,0,2,925197,494905965126144,494905944126144
"29297","MilwaukeeWI2023Curr",1533572,55,1,1,"Live",NA,500,"Crataegus spp.",1,5,6.0180462857,"StateLocal","Forest land","Agriculture",406.1476842308,5,0,0,2,925197,494905991126144,494905944126144
"29300","MilwaukeeWI2023Curr",1533572,55,1,13,"Live",NA,6918,"Rhamnus cathartica",1,4.7,74.9652824512,"StateLocal","Forest land","Agriculture",399.638820086,10,0,0,2,925197,494906006126144,494905944126144
"29309","MilwaukeeWI2023Curr",1535511,55,2,1,"Live",NA,552,"Gleditsia triacanthos",1,17.1,6.0180462857,"StateLocal","Rights-of-Way","Residential",5235.6324010495,0,1,1,1,924052,1287172333290487,1287172311290487
"29310","MilwaukeeWI2023Curr",1534335,55,1,1,"Live",NA,318,"Acer saccharum",1,25.9,6.0180462857,"Private","Residential","Residential",14431.4707634971,0,0,0,3,925260,786784297290487,786784275290487
"29311","MilwaukeeWI2023Curr",1534335,55,1,1,"Live",NA,802,"Quercus alba",1,14,6.0180462857,"Private","Residential","Residential",3075.1219366987,0,0,0,3,925260,786784301290487,786784275290487
"29312","MilwaukeeWI2023Curr",1533436,55,2,1,"Live",NA,241,"Thuja occidentalis",2,8.7,6.0180462857,"Private","Residential","Residential",609.5021157542,0,1,0,1,925264,786785093290487,786785059290487
"29323","MilwaukeeWI2023Curr",1533518,55,1,1,"Live",NA,318,"Acer saccharum",1,5.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",1643.3096304491,5,0,0,2,925268,786787199290487,786787167290487
"29333","MilwaukeeWI2023Curr",1533518,55,1,1,"Live",NA,833,"Quercus rubra",1,8.6,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",4315.9432779595,0,0,0,2,925268,786787223290487,786787167290487
"29339","MilwaukeeWI2023Curr",1533899,55,1,14,"Live",NA,544,"Fraxinus pennsylvanica",1,1.5,74.9652824512,"Private","Multi-family","Multi-family",78.0118652544,0,1,0,1,925293,942241808290487,942241791290487
"29340","MilwaukeeWI2023Curr",1534007,55,1,1,"Live",NA,407,"Carya ovata",1,17.5,6.0180462857,"Private","Residential","Residential",4133.0704207311,5,1,0,3,925295,942239869290487,942239843290487
"29341","MilwaukeeWI2023Curr",1534445,55,1,1,"Live",NA,681,"Morus alba",1,8.6,6.0180462857,"Private","Residential","Unused/Other",1976.6722342993,5,0,0,3,925298,942240302290487,942240278290487
"29342","MilwaukeeWI2023Curr",1533406,55,1,1,"Live",NA,317,"Acer saccharinum",1,21.8,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",11117.7391794714,0,1,0,1,982303934290487,1287836518290487,1287836500290487
"29343","MilwaukeeWI2023Curr",1533644,55,1,1,"Live",NA,5163,"Aesculus hippocastanum",1,26.3,6.0180462857,"Private","Multi-family","Multi-family",7446.7360991632,5,1,0,1,982303947290487,1287836657290487,1287836623290487
"29344","MilwaukeeWI2023Curr",1533648,55,1,1,"Live",NA,901,"Robinia pseudoacacia",1,23.7,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",5073.2114188083,0,0,0,2,982303956290487,1287836183290487,1287836159290487
"29348","MilwaukeeWI2023Curr",1533648,55,1,1,"Live",NA,901,"Robinia pseudoacacia",1,5.8,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",345.5460760595,0,0,0,2,982303956290487,1287836208290487,1287836159290487
"29349","MilwaukeeWI2023Curr",1533484,55,1,1,"Live",NA,681,"Morus alba",1,8.3,6.0180462857,"Private","Multi-family","Multi-family",840.8156220399,5,1,0,2,925306,942240367290487,942240346290487
"29350","MilwaukeeWI2023Curr",1533484,55,1,1,"Live",NA,320,"Acer platanoides",1,18.5,6.0180462857,"Private","Multi-family","Multi-family",5691.8594860836,0,1,0,1,925306,942240370290487,942240346290487
"29351","MilwaukeeWI2023Curr",1533498,55,1,1,"Live",NA,313,"Acer negundo",1,13.6,6.0180462857,"Private","Multi-family","Multi-family",3410.9971515464,0,1,0,3,925307,942240143290487,942240121290487
"29352","MilwaukeeWI2023Curr",1533522,55,1,11,"Live",NA,742,"Populus deltoides",1,2.3,74.9652824512,"Private","Forest land","Agriculture",138.5190485586,0,0,0,2,925309,942239765290487,942239735290487
"29353","MilwaukeeWI2023Curr",1533490,55,1,1,"Live",NA,241,"Thuja occidentalis",1,11.7,6.0180462857,"Private","Multi-family","Multi-family",1937.6893872364,0,1,0,3,982303962290487,1287835539290487,1287835515290487
"29354","MilwaukeeWI2023Curr",1533975,55,1,12,"Live",NA,6918,"Rhamnus cathartica",1,1.9,74.9652824512,"Private","Rights-of-Way","Transportation/Utility",135.0272306374,0,0,0,2,982303969290487,1287835912290487,1287835879290487
"29359","MilwaukeeWI2023Curr",1533610,55,1,1,"Live",NA,129,"Pinus strobus",1,11,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",1874.4615115932,0,1,0,3,925318,942240463290487,942240436290487
"29364","MilwaukeeWI2023Curr",1533610,55,1,1,"Live",NA,125,"Pinus resinosa",1,19.3,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",3488.9406345584,5,0,0,3,925318,942240483290487,942240436290487
"29365","MilwaukeeWI2023Curr",1535246,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,7.8,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925324,942241562290487,942241530290487
"29366","MilwaukeeWI2023Curr",1535246,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,5.4,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925324,942241573290487,942241530290487
"29367","MilwaukeeWI2023Curr",1535672,55,1,1,"Live",NA,313,"Acer negundo",1,6.1,6.0180462857,"Private","Multi-family","Multi-family",441.1663577855,10,1,0,2,1212688026290487,1640301024290487,1640300979290487
"29368","MilwaukeeWI2023Curr",1535672,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,7.7,6.0180462857,"Private","Multi-family","Multi-family",0,NA,1,1,2,1212688026290487,1640301026290487,1640300979290487
"29370","MilwaukeeWI2023Curr",1535258,55,2,14,"Live",NA,6918,"Rhamnus cathartica",1,2.1,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",82.9803444548,0,0,0,2,925325,942241935290487,942241891290487
"29371","MilwaukeeWI2023Curr",1535268,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,10,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,925327,942240824290487,942240790290487
"29378","MilwaukeeWI2023Curr",1533524,55,1,1,"Live",NA,972,"Ulmus americana",1,6.1,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",830.1793075124,0,0,0,2,924268,942166479290487,942166462290487
"29384","MilwaukeeWI2023Curr",1533967,55,1,1,"Live",NA,681,"Morus alba",1,34.3,6.0180462857,"Private","Residential","Residential",7070.1098012509,0,1,0,3,1212691368290487,1640300687290487,1640300670290487
"29388","MilwaukeeWI2023Curr",1534461,55,1,1,"Live",NA,8813,"Tilia cordata",1,22.9,6.0180462857,"StateLocal","Rights-of-Way","Residential",7965.311402727,0,1,1,1,1212691403290487,1542784427290487,1542784410290487
"31249","MilwaukeeWI2023Curr",1534075,55,1,1,"Live",NA,804,"Quercus bicolor",1,9.3,6.0180462857,"StateLocal","Rights-of-Way","Institutional/Commercial",1157.2846181352,0,1,1,1,1212691378290487,1542785108290487,1542785085290487
"31274","MilwaukeeWI2023Curr",1533913,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,6.1,6.0180462857,"StateLocal","Rights-of-Way","Multi-family",2.8427190865,99,1,1,1,925235,707810225126144,707810200126144
"31283","MilwaukeeWI2023Curr",1533518,55,1,12,"Dead","Yes",318,"Acer saccharum",1,1.1,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925268,786787256290487,786787167290487
"31284","MilwaukeeWI2023Curr",1534063,55,1,1,"Dead","Yes",541,"Fraxinus americana",1,19.6,6.0180462857,"StateLocal","Rights-of-Way","Cemetery/Park/Golf",0,NA,1,0,3,925297,942240104290487,942240088290487
"31285","MilwaukeeWI2023Curr",1533456,55,2,1,"Live",NA,320,"Acer platanoides",1,6,6.0180462857,"StateLocal","Commercial/Industrial","Unused/Other",955.997988505,0,0,0,2,925304,942240660290487,942240631290487
"31289","MilwaukeeWI2023Curr",1533522,55,1,1,"Live",NA,742,"Populus deltoides",1,5.9,6.0180462857,"Private","Forest land","Agriculture",1207.5761584336,0,0,0,2,925309,942239760290487,942239735290487
"31295","MilwaukeeWI2023Curr",1535268,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,17.7,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,925327,942240839290487,942240790290487
"31296","MilwaukeeWI2023Curr",1535268,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,7,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,925327,942240815290487,942240790290487
"31298","MilwaukeeWI2023Curr",1535511,55,1,1,"Live",NA,833,"Quercus rubra",1,24.1,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",6547.6421422808,0,1,0,1,924052,1287172331290487,1287172310290487
"31327","MilwaukeeWI2023Curr",1533406,55,1,1,"Live",NA,833,"Quercus rubra",1,5.6,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",371.2096844517,0,1,0,1,982303934290487,1287836517290487,1287836500290487
"31328","MilwaukeeWI2023Curr",1533648,55,1,12,"Live",NA,6918,"Rhamnus cathartica",2,4,74.9652824512,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",239.9760478667,0,0,0,2,982303956290487,1287836222290487,1287836159290487
"31337","MilwaukeeWI2023Curr",1533608,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,12.6,6.0180462857,"Private","Residential","Residential",11.2467881578,99,1,0,3,924271,942166566290487,942166547290487
"31338","MilwaukeeWI2023Curr",1534013,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,13.8,6.0180462857,"Private","Multi-family","Multi-family",265.1408829033,85,1,0,3,924275,1287176069290487,1287176040290487
"31346","MilwaukeeWI2023Curr",1535260,55,1,1,"Dead","No",741,"Populus balsamifera",1,NA,6.0180462857,"Private","Residential","Residential",NA,NA,NA,NA,NA,1212687936290487,1640300568290487,1640300527290487
"31349","MilwaukeeWI2023Curr",1533508,55,2,1,"Dead","No",972,"Ulmus americana",1,NA,6.0180462857,"Private","Residential","Residential",NA,NA,NA,NA,NA,1212688023290487,1542785655290487,1542785626290487
"31350","MilwaukeeWI2023Curr",1535672,55,1,1,"Live",NA,602,"Juglans nigra",1,13.3,6.0180462857,"Private","Multi-family","Multi-family",4042.1390456114,0,0,0,2,1212688026290487,1640301023290487,1640300979290487
"33002","MilwaukeeWI2023Curr",1535666,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,10.7,6.0180462857,"StateLocal","Rights-of-Way","Residential",1640.0511652794,0,1,1,1,923794,707809943126144,707809923126144
"33103","MilwaukeeWI2023Curr",1533572,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,11.5,6.0180462857,"StateLocal","Forest land","Agriculture",1691.8698898335,5,0,0,2,925197,494905983126144,494905944126144
"33106","MilwaukeeWI2023Curr",1533732,55,1,1,"Live",NA,561,"Ginkgo biloba",1,5.8,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",376.8117052574,0,1,0,1,925249,707812138126144,707812115126144
"33111","MilwaukeeWI2023Curr",1534335,55,1,1,"Live",NA,802,"Quercus alba",1,24.6,6.0180462857,"Private","Residential","Residential",1807.0326647007,70,0,0,3,925260,786784314290487,786784275290487
"33115","MilwaukeeWI2023Curr",1533518,55,1,1,"Live",NA,972,"Ulmus americana",1,14.4,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",5091.472153979,0,0,0,2,925268,786787206290487,786787167290487
"33120","MilwaukeeWI2023Curr",1533518,55,1,1,"Live",NA,951,"Tilia americana",1,6.7,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",1032.2202451179,0,0,0,2,925268,786787242290487,786787167290487
"33121","MilwaukeeWI2023Curr",1533518,55,1,1,"Live",NA,833,"Quercus rubra",1,8.2,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",3666.2963413253,0,0,0,2,925268,786787243290487,786787167290487
"33123","MilwaukeeWI2023Curr",1533602,55,1,13,"Live",NA,5147,"Acer ginnala",1,2.3,74.9652824512,"Private","Commercial/Industrial","Institutional/Commercial",102.8473303683,0,1,0,1,982303924290487,1287835809290487,1287835779290487
"33127","MilwaukeeWI2023Curr",1534007,55,1,1,"Live",NA,823,"Quercus macrocarpa",1,20.6,6.0180462857,"Private","Residential","Residential",11482.2300626546,0,1,0,3,925295,942239872290487,942239843290487
"33128","MilwaukeeWI2023Curr",1534063,55,1,1,"Live",NA,541,"Fraxinus americana",1,22.8,6.0180462857,"StateLocal","Rights-of-Way","Cemetery/Park/Golf",170.1816972297,95,1,0,3,925297,942240105290487,942240088290487
"33129","MilwaukeeWI2023Curr",1533594,55,2,14,"Live",NA,6918,"Rhamnus cathartica",2,1.9,74.9652824512,"Private","Commercial/Industrial","Transportation/Utility",0.3932525932,99,0,0,2,982303941290487,1287836575290487,1287836540290487
"33130","MilwaukeeWI2023Curr",1533418,55,1,1,"Live",NA,541,"Fraxinus americana",1,11.5,6.0180462857,"StateLocal","Rights-of-Way","Institutional/Commercial",1867.6825603339,0,1,1,1,982303944290487,1287836432290487,1287836408290487
"33131","MilwaukeeWI2023Curr",1533648,55,1,1,"Live",NA,901,"Robinia pseudoacacia",1,22,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",4812.8361645647,0,0,0,2,982303956290487,1287836186290487,1287836159290487
"33132","MilwaukeeWI2023Curr",1533392,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,8.9,6.0180462857,"StateLocal","Forest land","Agriculture",0,NA,0,0,2,925299,942239936290487,942239913290487
"33133","MilwaukeeWI2023Curr",1533456,55,3,1,"Live",NA,320,"Acer platanoides",1,15.1,6.0180462857,"StateLocal","Rights-of-Way","Residential",3391.2737110648,15,1,1,1,925304,942240662290487,942240632290487
"33134","MilwaukeeWI2023Curr",1533648,55,1,1,"Live",NA,742,"Populus deltoides",1,31.8,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",8507.7992184109,0,0,0,2,982303956290487,1287836196290487,1287836159290487
"33135","MilwaukeeWI2023Curr",1533648,55,1,11,"Live",NA,6918,"Rhamnus cathartica",1,2.5,74.9652824512,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",202.3246456844,0,0,0,2,982303956290487,1287836221290487,1287836159290487
"33136","MilwaukeeWI2023Curr",1533648,55,1,12,"Live",NA,6918,"Rhamnus cathartica",1,1.2,74.9652824512,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",30.0340956539,10,0,0,2,982303956290487,1287836223290487,1287836159290487
"33137","MilwaukeeWI2023Curr",1533648,55,1,13,"Live",NA,313,"Acer negundo",1,4,74.9652824512,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",154.3593802097,0,0,0,2,982303956290487,1287836235290487,1287836159290487
"33138","MilwaukeeWI2023Curr",1535664,55,2,1,"Live",NA,91,"Picea abies",1,19,6.0180462857,"Private","Commercial/Industrial","Institutional/Commercial",9317.2689480344,0,1,0,1,924239,942157496290487,942157468290487
"33141","MilwaukeeWI2023Curr",1533498,55,1,1,"Live",NA,974,"Ulmus pumila",1,11.3,6.0180462857,"Private","Multi-family","Multi-family",1875.7003478035,0,1,0,3,925307,942240144290487,942240121290487
"33142","MilwaukeeWI2023Curr",1533498,55,1,1,"Live",NA,974,"Ulmus pumila",1,9.8,6.0180462857,"Private","Multi-family","Multi-family",1287.5095957032,0,1,0,3,925307,942240145290487,942240121290487
"33143","MilwaukeeWI2023Curr",1533975,55,1,11,"Live",NA,901,"Robinia pseudoacacia",1,3.2,74.9652824512,"Private","Rights-of-Way","Transportation/Utility",126.7030269515,0,0,0,2,982303969290487,1287835904290487,1287835879290487
"33144","MilwaukeeWI2023Curr",1533975,55,1,12,"Live",NA,6918,"Rhamnus cathartica",1,1.7,74.9652824512,"Private","Rights-of-Way","Transportation/Utility",112.8142322253,0,0,0,2,982303969290487,1287835911290487,1287835879290487
"33146","MilwaukeeWI2023Curr",1533574,55,2,1,"Live",NA,6918,"Rhamnus cathartica",1,11.2,6.0180462857,"StateLocal","Forest land","Unused/Other",1762.8654124774,0,0,0,2,925317,942240764290487,942240737290487
"33147","MilwaukeeWI2023Curr",1533610,55,1,1,"Live",NA,129,"Pinus strobus",1,13.3,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",4355.6881705916,0,1,0,3,925318,942240458290487,942240436290487
"33152","MilwaukeeWI2023Curr",1533534,55,1,1,"Live",NA,320,"Acer platanoides",1,19.3,6.0180462857,"Private","Residential","Residential",5122.1787217081,0,1,0,1,925319,942242198290487,942242172290487
"33153","MilwaukeeWI2023Curr",1533596,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,6.5,6.0180462857,"StateLocal","Rights-of-Way","Institutional/Commercial",618.523677729,0,0,0,2,925323,942241405290487,942241391290487
"33154","MilwaukeeWI2023Curr",1535246,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,6.1,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925324,942241548290487,942241530290487
"33155","MilwaukeeWI2023Curr",1535246,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,5.4,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925324,942241557290487,942241530290487
"33156","MilwaukeeWI2023Curr",1535672,55,1,1,"Live",NA,602,"Juglans nigra",1,14.2,6.0180462857,"Private","Multi-family","Multi-family",4196.701130555,0,0,0,2,1212688026290487,1640301022290487,1640300979290487
"33163","MilwaukeeWI2023Curr",1535246,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,5.8,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925324,942241593290487,942241530290487
"33164","MilwaukeeWI2023Curr",1535258,55,2,1,"Dead","Yes",541,"Fraxinus americana",1,6.3,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925325,942241926290487,942241891290487
"33165","MilwaukeeWI2023Curr",1535258,55,2,14,"Live",NA,6918,"Rhamnus cathartica",1,3.4,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",189.9817956872,0,0,0,2,925325,942241934290487,942241891290487
"33169","MilwaukeeWI2023Curr",1535268,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,9.4,6.0180462857,"StateLocal","Forest land","Unused/Other",0,NA,0,0,2,925327,942240813290487,942240790290487
"33170","MilwaukeeWI2023Curr",1535268,55,1,1,"Live",NA,313,"Acer negundo",1,7.4,6.0180462857,"StateLocal","Forest land","Unused/Other",1898.5747556808,0,0,0,2,925327,942240817290487,942240790290487
"33183","MilwaukeeWI2023Curr",1534471,55,1,1,"Live",NA,317,"Acer saccharinum",1,34.2,6.0180462857,"Private","Residential","Residential",16401.9915247122,0,1,0,1,1212691394290487,1542786138290487,1542786122290487
"35062","MilwaukeeWI2023Curr",1535491,55,2,1,"Live",NA,320,"Acer platanoides",1,20.7,6.0180462857,"StateLocal","Rights-of-Way","Residential",5533.3423446639,5,1,1,1,923600,707809819126144,707809796126144
"35083","MilwaukeeWI2023Curr",1533752,55,1,1,"Dead","No",313,"Acer negundo",1,NA,6.0180462857,"Private","Multi-family","Multi-family",NA,NA,NA,NA,NA,1212691355290487,1542785881290487,1542785862290487
"35084","MilwaukeeWI2023Curr",1533925,55,1,13,"Dead","No",544,"Fraxinus pennsylvanica",1,NA,74.9652824512,"Private","Residential","Residential",NA,NA,NA,NA,NA,1212691411290487,1542784723290487,1542784701290487
"35106","MilwaukeeWI2023Curr",1533572,55,1,1,"Live",NA,762,"Prunus serotina",1,10.5,6.0180462857,"StateLocal","Forest land","Agriculture",3556.9975406617,0,0,0,2,925197,494905975126144,494905944126144
"35113","MilwaukeeWI2023Curr",1533572,55,1,13,"Dead","Yes",6918,"Rhamnus cathartica",1,3.2,74.9652824512,"StateLocal","Forest land","Agriculture",0,NA,0,0,2,925197,494906008126144,494905944126144
"35122","MilwaukeeWI2023Curr",1534025,55,1,1,"Live",NA,313,"Acer negundo",1,15.1,6.0180462857,"OtherFederal","Commercial/Industrial","Institutional/Commercial",3717.8657172037,5,0,0,2,925259,786787118290487,786787099290487
"35123","MilwaukeeWI2023Curr",1533518,55,1,1,"Dead","Yes",541,"Fraxinus americana",1,8.5,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925268,786787218290487,786787167290487
"35130","MilwaukeeWI2023Curr",1533518,55,1,12,"Live",NA,318,"Acer saccharum",1,1.7,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",168.3545836175,10,0,0,2,925268,786787257290487,786787167290487
"35131","MilwaukeeWI2023Curr",1533518,55,1,11,"Dead","Yes",318,"Acer saccharum",1,1.1,74.9652824512,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925268,786787251290487,786787167290487
"35132","MilwaukeeWI2023Curr",1533965,55,1,1,"Live",NA,96,"Picea pungens",1,22.4,6.0180462857,"Private","Residential","Residential",10149.0611974592,5,1,0,1,925296,942241732290487,942241691290487
"35133","MilwaukeeWI2023Curr",1534445,55,1,1,"Live",NA,544,"Fraxinus pennsylvanica",1,14.2,6.0180462857,"Private","Residential","Unused/Other",1899.5098040925,45,0,0,3,925298,942240301290487,942240278290487
"35140","MilwaukeeWI2023Curr",1533610,55,1,1,"Live",NA,94,"Picea glauca",1,10.4,6.0180462857,"StateLocal","Recreation/Cemetery","Cemetery/Park/Golf",1479.63022125,0,0,0,3,925318,942240476290487,942240436290487
"35141","MilwaukeeWI2023Curr",1535246,55,1,1,"Dead","Yes",544,"Fraxinus pennsylvanica",1,10.9,6.0180462857,"StateLocal","Forest land","Cemetery/Park/Golf",0,NA,0,0,2,925324,942241556290487,942241530290487
