own2,city,richness,Evar,EVALID,plot_count_Curr,city_acres,ForestService,OtherFederal,Private,StateLocal,Agriculture,Commercial/Industrial,Forest land,Multi-family,Nonsampled,OtherNonforest,Rangeland/Chaparral,Recreation/Cemetery,Residential,Rights-of-Way,Water,city.y.y,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id,ecoregion1,ecoregion2,ecoregion3,classification_1,classification_2,classification_3
Private,SanAntonioTX,33,0.2721529882066134,SanAntonioTX2022Curr,171,298715.399721,NA,6185.157793864434,201087.97998105665,90785.31265487823,13737.271743490826,69279.11868703955,54757.054227207664,9041.948900200181,NA,NA,1818.5717583012056,16875.604140763746,87307.25619803074,45241.624774765405,656.9492908742133,San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4632,-98.5238,2069843,1129,shape,FALSE,TRUE,America/Chicago,1,78112 78239 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78242 78248 78231 78230 78233 78232 78235 78234 78237 78238 78209 78109 78266 78264 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,1840022220,great plains,south central semiarid prairies,texas blackland prairies,not forested,not forested,not forested
Public,SanAntonioTX,18,0.26126503054416417,SanAntonioTX2022Curr,171,298715.399721,NA,6185.157793864434,201087.97998105665,90785.31265487823,13737.271743490826,69279.11868703955,54757.054227207664,9041.948900200181,NA,NA,1818.5717583012056,16875.604140763746,87307.25619803074,45241.624774765405,656.9492908742133,San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4632,-98.5238,2069843,1129,shape,FALSE,TRUE,America/Chicago,1,78112 78239 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78245 78242 78248 78231 78230 78233 78232 78235 78234 78237 78238 78209 78109 78266 78264 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78247 78240 78249 78073 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,1840022220,great plains,south central semiarid prairies,texas blackland prairies,not forested,not forested,not forested
Private,SanDiegoCA,65,0.5240916961261988,SanDiegoCA2022Curr,192,169853.5769805,NA,7705.368784747494,90134.29261038991,69443.40559083283,1281.9173043756891,33679.57692219884,2009.3220558230646,7041.51131488112,NA,335.6169298523065,39384.74127284112,9448.735428016982,38091.3999058285,30092.239249352613,8488.516598511218,San Diego,San Diego,CA,California,06073,San Diego,32.8313,-117.1222,3057778,1640,shape,FALSE,TRUE,America/Los_Angeles,1,92182 92109 92108 92107 92106 92103 92101 92116 92117 92154 92115 92140 92161 92105 92104 92102 92071 92132 92130 92131 92136 92134 92139 92025 92027 92147 92145 92014 92093 92092 92119 92110 92111 92121 92120 92123 92122 92124 92127 92126 92129 92128 92037 92173 92113 92114 92038 92039 92072 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,1840021990,mediterranean california,mediterranean california,"california coastal sage, chaparral, and oak woodlands",not forested,not forested,not forested
Public,SanDiegoCA,27,0.6092442577753036,SanDiegoCA2022Curr,192,169853.5769805,NA,7705.368784747494,90134.29261038991,69443.40559083283,1281.9173043756891,33679.57692219884,2009.3220558230646,7041.51131488112,NA,335.6169298523065,39384.74127284112,9448.735428016982,38091.3999058285,30092.239249352613,8488.516598511218,San Diego,San Diego,CA,California,06073,San Diego,32.8313,-117.1222,3057778,1640,shape,FALSE,TRUE,America/Los_Angeles,1,92182 92109 92108 92107 92106 92103 92101 92116 92117 92154 92115 92140 92161 92105 92104 92102 92071 92132 92130 92131 92136 92134 92139 92025 92027 92147 92145 92014 92093 92092 92119 92110 92111 92121 92120 92123 92122 92124 92127 92126 92129 92128 92037 92173 92113 92114 92038 92039 92072 92112 92137 92138 92142 92143 92149 92150 92152 92153 92158 92159 92160 92163 92165 92166 92167 92168 92169 92170 92171 92172 92174 92175 92176 92177 92186 92187 92191 92192 92193 92195 92196 92197 92198 92199,1840021990,mediterranean california,mediterranean california,"california coastal sage, chaparral, and oak woodlands",not forested,not forested,not forested
Private,SpringfieldMO,47,0.42733601508304975,SpringfielMO2020Curr,190,52658.784284655325,NA,1181.8955101488336,35709.33998134135,15178.736633463912,4203.183418508473,14180.65120542963,3305.978700450439,1759.9163277116575,NA,NA,NA,3324.8708267491133,15485.484661546334,9809.88698455845,588.8121598743186,Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916,289041,786.2,shape,FALSE,TRUE,America/Chicago,2,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,1840009904,eastern temperate forests,ozark/ouachita-appalachian forests,ozark highlands,forested,forested,forested
Public,SpringfieldMO,21,0.5121297194963934,SpringfielMO2020Curr,190,52658.784284655325,NA,1181.8955101488336,35709.33998134135,15178.736633463912,4203.183418508473,14180.65120542963,3305.978700450439,1759.9163277116575,NA,NA,NA,3324.8708267491133,15485.484661546334,9809.88698455845,588.8121598743186,Springfield,Springfield,MO,Missouri,29077,Greene,37.1943,-93.2916,289041,786.2,shape,FALSE,TRUE,America/Chicago,2,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,1840009904,eastern temperate forests,ozark/ouachita-appalachian forests,ozark highlands,forested,forested,forested
Private,StLouisMO,46,0.6070601537045178,StLouisMO2022Curr,194,42262.516413,NA,493.1167527769893,23275.576540150236,15375.064284746957,NA,10433.261820019146,136.4722771362439,1672.1766745935604,NA,44.62439460665005,NA,4388.023927540897,11306.674994998366,11162.523488779318,3118.758835724223,St. Louis,St. Louis,MO,Missouri,29510,St. Louis,38.6359,-90.2451,2127843,1833.6,shape,FALSE,TRUE,America/Chicago,1,63110 63111 63112 63113 63115 63116 63118 63120 63139 63107 63106 63104 63103 63102 63101 63109 63108 63155 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,1840001651,eastern temperate forests,southeastern usa plains,interior river valleys and hills,forested,forested,forested
Public,StLouisMO,36,0.6739942288269596,StLouisMO2022Curr,194,42262.516413,NA,493.1167527769893,23275.576540150236,15375.064284746957,NA,10433.261820019146,136.4722771362439,1672.1766745935604,NA,44.62439460665005,NA,4388.023927540897,11306.674994998366,11162.523488779318,3118.758835724223,St. Louis,St. Louis,MO,Missouri,29510,St. Louis,38.6359,-90.2451,2127843,1833.6,shape,FALSE,TRUE,America/Chicago,1,63110 63111 63112 63113 63115 63116 63118 63120 63139 63107 63106 63104 63103 63102 63101 63109 63108 63155 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,1840001651,eastern temperate forests,southeastern usa plains,interior river valleys and hills,forested,forested,forested
Private,TrentonNJ,70,0.3760356882477065,TrentonNJ2022Curr,168,86180.982273,NA,860.1363896538462,52996.90733995325,31131.06574879577,3440.5249932143,17782.491659864903,15433.97509423729,4310.157462061226,NA,978.684762936737,NA,5234.652785993573,22303.154303010135,15504.468417084694,1192.872794298746,Trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2237,-74.7641,362501,4566.7,shape,FALSE,TRUE,America/New_York,2,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,1840001383,eastern temperate forests,mississippi alluvial and southeast usa coastal plains,atlantic coastal pine barrens,forested,forested,forested
Public,TrentonNJ,47,0.4146783701675617,TrentonNJ2022Curr,168,86180.982273,NA,860.1363896538462,52996.90733995325,31131.06574879577,3440.5249932143,17782.491659864903,15433.97509423729,4310.157462061226,NA,978.684762936737,NA,5234.652785993573,22303.154303010135,15504.468417084694,1192.872794298746,Trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2237,-74.7641,362501,4566.7,shape,FALSE,TRUE,America/New_York,2,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,1840001383,eastern temperate forests,mississippi alluvial and southeast usa coastal plains,atlantic coastal pine barrens,forested,forested,forested
Private,WashingtonDC,54,0.6240867831013288,WashingtonDC2022Curr,184,43736.7695535,NA,11023.610649258846,16605.44665813538,11450.809435304833,NA,6796.923904774076,3939.9929808919483,4153.819325796624,NA,222.09470338526268,NA,5606.708640462297,8673.413070599185,9686.914116789667,4656.90281080094,Washington,Washington,DC,District of Columbia,11001,District of Columbia,38.9047,-77.0163,5146120,4245.2,shape,FALSE,TRUE,America/New_York,1,20250 20010 20011 20012 20015 20520 20064 20418 20415 20388 20319 20020 20024 20510 20515 20591 20427 20422 20542 20540 20240 20245 20390 20005 20004 20003 20002 20001 20009 20008 20016 20317 20059 20057 20052 20017 20018 20565 20566 20560 20220 20551 20019 20230 20373 20260 20007 20006 20032 20036 20037 20204 20431 20045 20408 20535 20530 20013 20022 20026 20027 20029 20030 20033 20035 20038 20039 20040 20042 20043 20044 20047 20049 20050 20053 20055 20056 20058 20060 20061 20062 20063 20065 20066 20067 20068 20069 20070 20071 20073 20074 20075 20076 20077 20078 20080 20081 20082 20090 20091 20201 20202 20203 20206 20207 20208 20210 20211 20212 20213 20214 20215 20216 20217 20218 20219 20221 20222 20223 20224 20226 20227 20228 20229 20232 20233 20235 20237 20238 20239 20241 20242 20244 20251 20252 20254 20261 20262 20265 20266 20268 20270 20277 20289 20299 20301 20303 20306 20310 20314 20318 20330 20340 20350 20355 20370 20372 20374 20375 20376 20380 20389 20391 20392 20393 20394 20395 20398 20401 20402 20403 20404 20405 20406 20407 20410 20411 20412 20413 20414 20416 20417 20419 20420 20421 20423 20424 20425 20426 20428 20429 20433 20434 20435 20436 20437 20439 20440 20441 20442 20444 20447 20451 20453 20456 20460 20463 20468 20469 20470 20472 20500 20501 20502 20503 20504 20505 20506 20507 20508 20509 20511 20521 20522 20523 20524 20525 20526 20527 20528 20529 20531 20533 20534 20536 20537 20538 20539 20541 20543 20544 20546 20547 20548 20549 20552 20553 20554 20555 20557 20559 20570 20571 20572 20573 20575 20576 20577 20578 20579 20580 20581 20585 20586 20590 20593 20594 20597 20599 56901 56902 56904 56908 56915 56920 56933 56935 56944 56945 56950 56965 56967 56972 56998 56999,1840006060,eastern temperate forests,southeastern usa plains,northern piedmont,forested,forested,forested
Public,WashingtonDC,50,0.42885797725948793,WashingtonDC2022Curr,184,43736.7695535,NA,11023.610649258846,16605.44665813538,11450.809435304833,NA,6796.923904774076,3939.9929808919483,4153.819325796624,NA,222.09470338526268,NA,5606.708640462297,8673.413070599185,9686.914116789667,4656.90281080094,Washington,Washington,DC,District of Columbia,11001,District of Columbia,38.9047,-77.0163,5146120,4245.2,shape,FALSE,TRUE,America/New_York,1,20250 20010 20011 20012 20015 20520 20064 20418 20415 20388 20319 20020 20024 20510 20515 20591 20427 20422 20542 20540 20240 20245 20390 20005 20004 20003 20002 20001 20009 20008 20016 20317 20059 20057 20052 20017 20018 20565 20566 20560 20220 20551 20019 20230 20373 20260 20007 20006 20032 20036 20037 20204 20431 20045 20408 20535 20530 20013 20022 20026 20027 20029 20030 20033 20035 20038 20039 20040 20042 20043 20044 20047 20049 20050 20053 20055 20056 20058 20060 20061 20062 20063 20065 20066 20067 20068 20069 20070 20071 20073 20074 20075 20076 20077 20078 20080 20081 20082 20090 20091 20201 20202 20203 20206 20207 20208 20210 20211 20212 20213 20214 20215 20216 20217 20218 20219 20221 20222 20223 20224 20226 20227 20228 20229 20232 20233 20235 20237 20238 20239 20241 20242 20244 20251 20252 20254 20261 20262 20265 20266 20268 20270 20277 20289 20299 20301 20303 20306 20310 20314 20318 20330 20340 20350 20355 20370 20372 20374 20375 20376 20380 20389 20391 20392 20393 20394 20395 20398 20401 20402 20403 20404 20405 20406 20407 20410 20411 20412 20413 20414 20416 20417 20419 20420 20421 20423 20424 20425 20426 20428 20429 20433 20434 20435 20436 20437 20439 20440 20441 20442 20444 20447 20451 20453 20456 20460 20463 20468 20469 20470 20472 20500 20501 20502 20503 20504 20505 20506 20507 20508 20509 20511 20521 20522 20523 20524 20525 20526 20527 20528 20529 20531 20533 20534 20536 20537 20538 20539 20541 20543 20544 20546 20547 20548 20549 20552 20553 20554 20555 20557 20559 20570 20571 20572 20573 20575 20576 20577 20578 20579 20580 20581 20585 20586 20590 20593 20594 20597 20599 56901 56902 56904 56908 56915 56920 56933 56935 56944 56945 56950 56965 56967 56972 56998 56999,1840006060,eastern temperate forests,southeastern usa plains,northern piedmont,forested,forested,forested
